Inventory_ID,Product_ID,Warehouse_ID,Stock_Date,Opening_Stock,Received_Qty,Sold_Qty,Closing_Stock,Reorder_Level,Safety_Stock
INV030320,P1408,W003,30-Dec-2025,759,361,929,191,194,56
INV030321,P1578,W017,09-Dec-2025,1936,7,839,1104,243,136
INV030322,P1611,W015,07-Mar-2025,1494,217,468,1243,92,25
INV030323,P1246,W018,04-Oct-2025,1058,871,792,1137,60,23
INV030324,P1912,W016,19-Jan-2025,1994,408,945,1457,249,138
INV030325,P1650,W008,04-Sep-2025,677,753,21,1409,39,18
INV030326,P1036,W019,20-Oct-2025,1036,925,740,1221,122,35
INV030327,P1434,W002,07-Jan-2025,199,184,383,0,27,13
INV030328,P1768,W012,06-Aug-2025,1541,422,1006,957,158,43
INV030329,P1318,W019,04-Jul-2025,1014,551,415,1150,207,88
INV030330,P1730,W015,15-Aug-2025,1775,418,964,1229,62,28
INV030331,P1458,W012,02-Feb-2025,603,851,728,726,271,150
INV030332,P1434,W003,16-Aug-2025,381,754,381,754,181,85
INV030333,P1362,W016,19-Jun-2025,1028,807,366,1469,125,68
INV030334,P1210,W008,13-Nov-2025,524,893,353,1064,103,48
INV030335,P1663,W013,01-Dec-2025,1411,767,1192,986,104,24
INV030336,P1627,W006,19-Jul-2025,1020,105,557,568,205,65
INV030337,P1631,W005,04-May-2025,1929,522,190,2261,229,77
INV030338,P1764,W004,12-May-2025,941,873,1038,776,103,27
INV030339,P1533,W012,25-May-2025,600,217,722,95,81,28
INV030340,P1154,W009,22-May-2025,1311,473,1020,764,43,19
INV030341,P1189,W013,20-May-2025,584,448,167,865,116,49
INV030342,P1564,W015,22-Apr-2025,1785,795,369,2211,202,49
INV030343,P1001,W010,27-Jan-2025,1494,675,12,2157,253,85
INV030344,P1745,W019,14-Apr-2025,74,195,269,0,236,135
INV030345,P1056,W012,21-Dec-2025,996,586,1120,462,31,10
INV030346,P1267,W017,02-Sep-2025,1828,910,579,2159,62,16
INV030347,P1797,W012,04-Nov-2025,1243,357,555,1045,91,49
INV030348,P1826,W012,10-Jul-2025,374,690,532,532,143,47
INV030349,P1472,W010,15-Apr-2025,500,632,131,1001,120,52
INV030350,P1546,W004,03-Feb-2025,44,626,70,600,94,30
INV030351,P1144,W013,22-May-2025,1282,385,329,1338,270,113
INV030352,P1077,W020,22-Aug-2025,429,660,1089,0,283,72
INV030353,P1308,W011,21-Oct-2025,132,216,53,295,231,105
INV030354,P1834,W009,03-Apr-2025,1124,178,642,660,178,44
INV030355,P1619,W016,27-Apr-2025,429,804,1008,225,185,44
INV030356,P1034,W007,21-Mar-2025,764,618,512,870,126,60
INV030357,P1508,W008,26-Aug-2025,1595,589,1171,1013,229,130
INV030358,P1825,W004,16-Feb-2025,1228,549,971,806,155,81
INV030359,P1711,W014,29-May-2025,1356,232,759,829,176,49
INV030360,P1552,W019,20-Jan-2025,1615,166,73,1708,168,40
INV030361,P1032,W007,21-Nov-2025,731,363,582,512,80,32
INV030362,P1006,W005,02-Jul-2025,663,920,455,1128,147,82
INV030363,P1095,W019,13-Oct-2025,622,588,126,1084,213,43
INV030364,P1151,W005,05-Dec-2025,976,855,663,1168,156,60
INV030365,P1570,W007,20-Jun-2025,1405,533,1111,827,248,73
INV030366,P1128,W004,07-Jan-2025,1833,113,903,1043,199,72
INV030367,P1789,W018,11-Oct-2025,1978,647,669,1956,203,121
INV030368,P1648,W012,19-Apr-2025,1256,427,366,1317,147,64
INV030369,P1768,W016,02-Dec-2025,212,883,235,860,206,85
INV030370,P1767,W010,23-Dec-2025,1968,359,739,1588,117,45
INV030371,P1323,W020,04-Feb-2025,383,805,617,571,156,40
INV030372,P1364,W006,02-Nov-2025,1796,346,385,1757,198,96
INV030373,P1102,W005,18-Oct-2025,1290,869,57,2102,109,63
INV030374,P1645,W017,08-Oct-2025,1123,223,510,836,127,27
INV030375,P1610,W019,28-Jun-2025,966,938,740,1164,29,13
INV030376,P1561,W012,30-May-2025,519,927,460,986,66,18
INV030377,P1196,W008,03-Jul-2025,927,661,796,792,74,24
INV030378,P1858,W010,21-Sep-2025,1474,159,313,1320,25,9
INV030379,P1390,W010,24-Feb-2025,1043,406,210,1239,184,39
INV030380,P1241,W004,05-Jun-2025,1509,29,1018,520,231,126
INV030381,P1783,W009,25-Mar-2025,1682,297,706,1273,234,107
INV030382,P1127,W010,10-May-2025,874,918,493,1299,197,79
INV030383,P1694,W005,27-Jun-2025,8,152,160,0,151,32
INV030384,P1410,W001,20-Jun-2025,1242,639,498,1383,204,117
INV030385,P1121,W019,13-Aug-2025,100,189,289,0,115,37
INV030386,P1836,W014,20-Nov-2025,465,70,535,0,199,92
INV030387,P1404,W017,31-Aug-2025,537,449,553,433,76,27
INV030388,P1257,W005,21-Apr-2025,549,95,644,0,230,133
INV030389,P1036,W017,14-Aug-2025,212,287,499,0,34,7
INV030390,P1817,W003,11-Feb-2025,1380,362,661,1081,29,13
INV030391,P1944,W016,29-Sep-2025,1249,971,1161,1059,281,127
INV030392,P1090,W014,22-Mar-2025,863,610,1059,414,137,38
INV030393,P1605,W003,16-Jun-2025,1829,347,1020,1156,154,75
INV030394,P1859,W002,25-Apr-2025,134,545,432,247,87,49
INV030395,P1575,W006,11-Jan-2025,1410,540,1161,789,186,96
INV030396,P1447,W011,15-Jun-2025,1083,613,354,1342,287,118
INV030397,P1620,W009,08-Mar-2025,1593,885,302,2176,81,40
INV030398,P1831,W012,10-Jun-2025,983,690,671,1002,244,64
INV030399,P1518,W012,12-Jun-2025,1474,106,225,1355,259,147
INV030400,P1466,W013,10-Oct-2025,1961,57,223,1795,118,64
INV030401,P1891,W016,20-Nov-2025,700,390,972,118,145,67
INV030402,P1527,W012,21-Nov-2025,296,241,393,144,241,143
INV030403,P1550,W009,15-May-2025,1970,676,692,1954,107,53
INV030404,P1696,W006,26-Nov-2025,218,409,627,0,72,33
INV030405,P1574,W002,27-Dec-2025,1601,626,74,2153,187,57
INV030406,P1167,W013,27-Apr-2025,573,756,83,1246,148,52
INV030407,P1862,W006,16-Jun-2025,1541,916,867,1590,254,140
INV030408,P1026,W004,25-May-2025,1922,963,695,2190,101,24
INV030409,P1197,W010,12-Sep-2025,1011,80,397,694,199,65
INV030410,P1389,W020,02-Oct-2025,1943,226,942,1227,152,43
INV030411,P1249,W014,16-Jul-2025,288,358,646,0,113,49
INV030412,P1134,W020,23-Feb-2025,1571,866,287,2150,233,51
INV030413,P1895,W018,21-Feb-2025,1304,439,680,1063,270,154
INV030414,P1228,W020,17-Nov-2025,287,640,829,98,53,24
INV030415,P1865,W015,22-Nov-2025,308,677,985,0,152,61
INV030416,P1169,W003,26-May-2025,1001,132,639,494,207,114
INV030417,P1908,W009,22-May-2025,1023,240,920,343,282,67
INV030418,P1118,W001,11-Jun-2025,678,520,604,594,101,25
INV030419,P1054,W013,09-Aug-2025,1769,188,319,1638,268,71
INV030420,P1849,W014,24-May-2025,1832,983,203,2612,179,90
INV030421,P1515,W013,20-May-2025,519,999,725,793,261,62
INV030422,P1622,W017,21-Jul-2025,0,212,212,0,279,141
INV030423,P1162,W018,10-Nov-2025,1518,125,902,741,50,26
INV030424,P1354,W009,11-Mar-2025,1691,620,257,2054,280,94
INV030425,P1786,W013,27-Jan-2025,1969,733,1130,1572,144,29
INV030426,P1890,W014,17-Jun-2025,1224,750,350,1624,267,112
INV030427,P1377,W008,10-Jul-2025,951,907,934,924,23,11
INV030428,P1010,W014,04-Sep-2025,383,153,405,131,260,75
INV030429,P1721,W004,10-Jul-2025,1327,484,836,975,204,121
INV030430,P1913,W005,16-May-2025,868,305,415,758,120,26
INV030431,P1159,W005,31-Jul-2025,463,913,641,735,23,11
INV030432,P1799,W009,18-Jan-2025,412,205,617,0,45,21
INV030433,P1178,W007,13-Aug-2025,1762,930,184,2508,254,55
INV030434,P1470,W007,19-Feb-2025,1537,172,1194,515,143,72
INV030435,P1636,W005,27-Dec-2025,639,168,795,12,132,63
INV030436,P1937,W016,14-Nov-2025,1630,476,569,1537,67,33
INV030437,P1615,W005,17-Jul-2025,304,493,797,0,156,62
INV030438,P1348,W011,06-Jun-2025,1808,435,803,1440,275,55
INV030439,P1878,W016,30-May-2025,1464,971,990,1445,231,54
INV030440,P1140,W002,25-Aug-2025,845,802,1099,548,49,26
INV030441,P1409,W015,02-Jun-2025,396,804,350,850,101,51
INV030442,P1102,W018,27-Dec-2025,1961,606,176,2391,155,55
INV030443,P1032,W019,29-Jan-2025,697,749,119,1327,247,113
INV030444,P1731,W001,09-Aug-2025,403,628,1031,0,72,36
INV030445,P1410,W015,20-Jul-2025,138,612,128,622,128,54
INV030446,P1299,W012,10-Mar-2025,1298,148,880,566,211,99
INV030447,P1911,W008,07-Nov-2025,63,510,573,0,87,18
INV030448,P1267,W009,14-Feb-2025,553,168,721,0,182,81
INV030449,P1682,W014,20-Dec-2025,982,720,990,712,232,135
INV030450,P1806,W018,08-Dec-2025,276,647,45,878,73,16
INV030451,P1824,W018,25-Dec-2025,1937,527,101,2363,180,63
INV030452,P1872,W010,13-Oct-2025,262,103,304,61,267,74
INV030453,P1703,W002,25-Jan-2025,598,358,38,918,176,44
INV030454,P1385,W016,21-Feb-2025,185,889,790,284,72,35
INV030455,P1371,W017,02-Apr-2025,490,232,368,354,162,79
INV030456,P1345,W010,27-May-2025,1962,888,597,2253,88,51
INV030457,P1724,W002,26-Oct-2025,942,263,339,866,221,50
INV030458,P1515,W008,21-Oct-2025,1754,556,46,2264,215,122
INV030459,P1477,W010,02-May-2025,505,535,454,586,158,66
INV030460,P1403,W018,22-May-2025,1401,328,548,1181,179,66
INV030461,P1658,W018,11-Feb-2025,214,687,758,143,154,68
INV030462,P1880,W017,18-May-2025,982,558,68,1472,120,42
INV030463,P1855,W012,17-Feb-2025,82,901,983,0,179,69
INV030464,P1532,W001,22-Apr-2025,1590,726,1005,1311,199,87
INV030465,P1322,W008,28-Sep-2025,1676,558,309,1925,142,28
INV030466,P1267,W009,03-Sep-2025,1170,154,884,440,278,82
INV030467,P1352,W005,13-Jul-2025,651,376,249,778,285,95
INV030468,P1006,W007,10-Nov-2025,1270,170,237,1203,92,30
INV030469,P1659,W007,28-Sep-2025,328,595,923,0,185,96
INV030470,P1946,W007,27-Sep-2025,1836,712,295,2253,238,51
INV030471,P1061,W013,31-May-2025,680,389,881,188,190,64
INV030472,P1338,W005,21-Apr-2025,1390,822,602,1610,213,60
INV030473,P1289,W011,02-Feb-2025,1073,201,1059,215,161,94
INV030474,P1943,W010,20-Mar-2025,1449,555,829,1175,113,33
INV030475,P1238,W018,11-May-2025,369,507,435,441,68,25
INV030476,P1887,W005,14-Aug-2025,1712,921,306,2327,181,87
INV030477,P1920,W013,14-Jan-2025,1197,935,1126,1006,231,84
INV030478,P1427,W011,15-Jun-2025,1686,580,1165,1101,220,79
INV030479,P1950,W011,28-Mar-2025,945,346,658,633,171,73
INV030480,P1230,W014,17-Nov-2025,1631,88,39,1680,58,31
INV030481,P1727,W017,22-Aug-2025,1532,947,858,1621,25,13
INV030482,P1723,W006,21-Mar-2025,1126,897,679,1344,33,19
INV030483,P1479,W012,08-Oct-2025,992,211,615,588,75,22
INV030484,P1095,W012,01-Jul-2025,7,372,379,0,127,63
INV030485,P1349,W001,20-Nov-2025,1547,223,862,908,70,39
INV030486,P1063,W006,12-Jan-2025,747,158,226,679,175,55
INV030487,P1647,W019,29-Dec-2025,824,839,667,996,277,127
INV030488,P1029,W014,14-Jul-2025,1653,261,692,1222,32,17
INV030489,P1363,W003,28-Jun-2025,80,634,500,214,299,157
INV030490,P1568,W017,02-Dec-2025,165,962,1037,90,248,107
INV030491,P1756,W015,19-Sep-2025,1109,981,1043,1047,195,66
INV030492,P1781,W004,15-Dec-2025,291,442,733,0,126,62
INV030493,P1629,W019,20-Mar-2025,1673,648,10,2311,299,149
INV030494,P1648,W011,30-Jun-2025,980,942,990,932,268,102
INV030495,P1118,W005,29-Nov-2025,806,462,349,919,219,70
INV030496,P1928,W009,19-Sep-2025,1154,95,237,1012,132,73
INV030497,P1196,W008,23-Nov-2025,666,962,966,662,45,23
INV030498,P1080,W014,08-Aug-2025,224,525,600,149,270,59
INV030499,P1816,W004,19-Apr-2025,1624,932,1156,1400,181,59
INV030500,P1734,W009,01-Jul-2025,652,847,564,935,225,64
INV030501,P1896,W015,03-May-2025,1347,368,1196,519,78,37
INV030502,P1703,W012,05-Nov-2025,934,551,720,765,60,28
INV030503,P1811,W006,22-Jan-2025,628,343,956,15,203,88
INV030504,P1721,W002,19-Aug-2025,271,476,747,0,133,50
INV030505,P1742,W020,11-Jul-2025,716,640,1179,177,35,13
INV030506,P1514,W011,31-Oct-2025,930,125,386,669,239,76
INV030507,P1424,W020,02-Mar-2025,275,568,519,324,292,110
INV030508,P1136,W017,06-Aug-2025,16,562,280,298,90,50
INV030509,P1252,W007,19-Dec-2025,104,56,160,0,120,36
INV030510,P1346,W011,09-Dec-2025,224,837,961,100,167,58
INV030511,P1027,W009,05-Dec-2025,1836,179,96,1919,51,28
INV030512,P1243,W012,20-Dec-2025,1714,6,1048,672,261,97
INV030513,P1894,W020,30-Dec-2025,297,482,268,511,249,145
INV030514,P1959,W012,30-Apr-2025,1042,816,1172,686,203,89
INV030515,P1237,W019,09-Sep-2025,210,145,6,349,290,157
INV030516,P1776,W004,15-Jan-2025,1155,77,1016,216,180,77
INV030517,P1015,W012,27-Jul-2025,390,731,378,743,172,84
INV030518,P1914,W018,26-Dec-2025,674,658,279,1053,280,113
INV030519,P1777,W019,24-May-2025,864,58,544,378,122,61
INV030520,P1577,W018,12-Aug-2025,1109,363,822,650,91,38
INV030521,P1681,W014,12-Mar-2025,1486,813,966,1333,65,21
INV030522,P1059,W008,16-Feb-2025,1932,565,16,2481,155,58
INV030523,P1129,W005,03-Nov-2025,1017,82,91,1008,28,9
INV030524,P1747,W018,24-Jun-2025,297,399,696,0,180,71
INV030525,P1270,W004,03-Aug-2025,1543,996,221,2318,288,67
INV030526,P1363,W014,15-Aug-2025,651,917,209,1359,242,135
INV030527,P1478,W016,16-Jan-2025,37,328,365,0,46,24
INV030528,P1653,W001,10-Sep-2025,933,518,422,1029,252,70
INV030529,P1951,W004,28-Jun-2025,726,44,159,611,131,41
INV030530,P1438,W003,24-Jul-2025,588,341,778,151,171,48
INV030531,P1018,W009,19-Apr-2025,17,512,529,0,52,14
INV030532,P1569,W005,02-Jun-2025,1041,232,713,560,27,7
INV030533,P1084,W010,01-Mar-2025,1576,446,431,1591,207,86
INV030534,P1162,W002,14-Feb-2025,43,356,399,0,297,76
INV030535,P1815,W002,02-Jan-2025,72,583,532,123,105,43
INV030536,P1900,W001,28-Jan-2025,54,193,247,0,62,21
INV030537,P1124,W019,28-Aug-2025,215,292,236,271,194,41
INV030538,P1315,W011,23-Jul-2025,1341,185,1187,339,270,75
INV030539,P1104,W011,27-Sep-2025,285,770,262,793,244,49
INV030540,P1862,W001,31-Aug-2025,665,98,524,239,183,101
INV030541,P1777,W005,27-Mar-2025,1165,682,37,1810,97,28
INV030542,P1908,W009,02-Sep-2025,1144,954,1105,993,218,124
INV030543,P1204,W018,04-Feb-2025,515,568,263,820,148,82
INV030544,P1572,W017,05-Dec-2025,1197,394,416,1175,98,57
INV030545,P1627,W020,27-May-2025,999,447,623,823,28,12
INV030546,P1162,W010,17-Oct-2025,64,469,533,0,289,79
INV030547,P1154,W002,07-Sep-2025,603,929,819,713,33,13
INV030548,P1402,W013,05-Dec-2025,1069,679,1048,700,186,54
INV030549,P1729,W004,23-Dec-2025,1685,882,588,1979,210,71
INV030550,P1508,W004,28-Oct-2025,620,30,650,0,20,7
INV030551,P1393,W013,10-Apr-2025,1091,169,98,1162,79,34
INV030552,P1291,W011,29-May-2025,580,794,536,838,59,19
INV030553,P1074,W010,06-Aug-2025,61,321,382,0,221,62
INV030554,P1076,W006,18-Jul-2025,1243,581,742,1082,60,13
INV030555,P1640,W005,13-Jul-2025,146,703,849,0,62,35
INV030556,P1952,W005,11-Jan-2025,1387,341,534,1194,20,11
INV030557,P1737,W011,07-Jul-2025,1099,584,852,831,164,42
INV030558,P1605,W014,02-Apr-2025,850,177,981,46,39,11
INV030559,P1818,W014,06-Dec-2025,1450,395,164,1681,281,69
INV030560,P1512,W001,04-Apr-2025,1990,655,629,2016,217,81
INV030561,P1205,W012,27-Jun-2025,842,939,229,1552,187,111
INV030562,P1101,W018,09-Dec-2025,748,597,247,1098,76,39
INV030563,P1558,W012,12-Dec-2025,1897,158,1045,1010,276,67
INV030564,P1522,W011,19-Jul-2025,1491,67,1173,385,96,34
INV030565,P1799,W001,03-Feb-2025,1847,444,506,1785,29,6
INV030566,P1808,W013,10-Jan-2025,566,447,32,981,247,101
INV030567,P1957,W009,06-Feb-2025,112,40,152,0,133,73
INV030568,P1182,W014,19-Sep-2025,728,858,756,830,31,9
INV030569,P1598,W003,20-Jan-2025,1267,264,43,1488,117,26
INV030570,P1916,W004,02-Nov-2025,1749,183,465,1467,59,28
INV030571,P1033,W010,28-Jun-2025,596,288,431,453,91,41
INV030572,P1203,W001,26-Dec-2025,119,690,809,0,216,98
INV030573,P1800,W014,01-Sep-2025,693,503,561,635,110,29
INV030574,P1133,W007,24-Feb-2025,1864,225,399,1690,118,26
INV030575,P1146,W016,12-Apr-2025,188,816,396,608,57,15
INV030576,P1768,W008,27-Mar-2025,311,459,212,558,105,58
INV030577,P1243,W020,18-Mar-2025,1540,961,967,1534,76,20
INV030578,P1187,W009,15-Sep-2025,1803,324,487,1640,128,65
INV030579,P1630,W018,12-Sep-2025,65,784,136,713,175,103
INV030580,P1885,W018,19-Jun-2025,806,615,972,449,137,51
INV030581,P1445,W010,09-Dec-2025,787,190,524,453,85,35
INV030582,P1265,W007,05-Sep-2025,1758,406,722,1442,156,66
INV030583,P1358,W003,02-Jun-2025,720,659,898,481,22,10
INV030584,P1087,W001,14-Sep-2025,575,845,74,1346,81,39
INV030585,P1233,W006,27-Jan-2025,692,701,1125,268,130,57
INV030586,P1620,W004,27-Jul-2025,1796,506,208,2094,223,81
INV030587,P1206,W003,06-Mar-2025,1678,804,371,2111,116,35
INV030588,P1019,W001,17-May-2025,1635,699,933,1401,57,19
INV030589,P1548,W016,30-Aug-2025,1640,560,107,2093,125,28
INV030590,P1110,W009,31-Dec-2025,1922,577,435,2064,132,56
INV030591,P1768,W015,21-Aug-2025,1223,599,329,1493,236,134
INV030592,P1586,W008,30-Sep-2025,1268,506,727,1047,253,148
INV030593,P1905,W003,06-Aug-2025,1404,925,1157,1172,219,51
INV030594,P1743,W007,19-Mar-2025,261,924,609,576,35,9
INV030595,P1960,W014,17-Feb-2025,1167,202,855,514,295,123
INV030596,P1505,W008,10-Jul-2025,1411,796,285,1922,293,66
INV030597,P1064,W013,24-Aug-2025,1525,249,593,1181,207,91
INV030598,P1832,W019,26-Jun-2025,88,320,408,0,279,75
INV030599,P1903,W020,05-Sep-2025,837,202,1039,0,97,44
INV030600,P1170,W018,07-Jul-2025,526,759,41,1244,58,13
INV030601,P1961,W001,29-Aug-2025,916,22,661,277,213,53
INV030602,P1802,W010,10-Nov-2025,1537,889,1120,1306,44,14
INV030603,P1207,W005,04-Aug-2025,446,991,640,797,260,85
INV030604,P1450,W015,21-Jan-2025,241,375,87,529,209,121
INV030605,P1297,W003,23-Nov-2025,981,710,203,1488,51,12
INV030606,P1858,W006,28-Feb-2025,1938,567,454,2051,113,29
INV030607,P1678,W002,21-Nov-2025,78,610,581,107,136,40
INV030608,P1139,W011,29-Mar-2025,1478,878,1134,1222,87,26
INV030609,P1916,W009,04-May-2025,1419,162,185,1396,133,53
INV030610,P1539,W015,30-Jul-2025,1682,386,764,1304,140,51
INV030611,P1600,W007,06-May-2025,343,474,768,49,112,39
INV030612,P1094,W010,30-Mar-2025,1401,979,32,2348,97,45
INV030613,P1510,W010,29-Jul-2025,449,375,475,349,24,5
INV030614,P1170,W011,04-Sep-2025,1444,231,161,1514,73,27
INV030615,P1907,W017,27-Sep-2025,1024,525,745,804,149,34
INV030616,P1353,W017,10-Oct-2025,1542,837,947,1432,227,55
INV030617,P1613,W005,02-Jun-2025,1964,955,736,2183,203,74
INV030618,P1553,W006,21-Feb-2025,1268,285,1094,459,71,32
INV030619,P1020,W003,29-Jan-2025,266,135,401,0,33,11
INV030620,P1563,W003,26-Nov-2025,1027,962,1109,880,241,71
INV030621,P1308,W008,11-Dec-2025,387,473,472,388,34,12
INV030622,P1244,W015,07-Oct-2025,1786,240,93,1933,144,61
INV030623,P1238,W003,05-Feb-2025,288,928,154,1062,23,6
INV030624,P1305,W016,21-Nov-2025,1917,808,291,2434,247,94
INV030625,P1399,W005,25-May-2025,475,204,232,447,118,25
INV030626,P1968,W006,12-Sep-2025,378,484,227,635,117,49
INV030627,P1333,W018,04-Dec-2025,909,242,766,385,226,131
INV030628,P1028,W013,21-Jan-2025,1989,94,1120,963,263,80
INV030629,P1085,W003,21-Feb-2025,1877,671,798,1750,114,31
INV030630,P1399,W008,19-May-2025,1941,669,197,2413,156,87
INV030631,P1498,W018,16-Mar-2025,142,649,572,219,58,29
INV030632,P1847,W018,13-May-2025,769,470,1075,164,228,130
INV030633,P1250,W013,23-Aug-2025,1536,93,793,836,269,83
INV030634,P1684,W009,30-Nov-2025,1264,130,1131,263,291,143
INV030635,P1529,W016,04-Dec-2025,496,263,759,0,209,53
INV030636,P1578,W017,12-Mar-2025,1157,300,29,1428,168,56
INV030637,P1176,W019,18-Jan-2025,309,751,782,278,27,12
INV030638,P1157,W010,12-Oct-2025,1118,503,154,1467,41,8
INV030639,P1898,W015,01-Feb-2025,381,286,118,549,249,88
INV030640,P1254,W003,16-Nov-2025,271,125,396,0,241,142
INV030641,P1478,W012,19-May-2025,1524,413,1153,784,127,65
INV030642,P1994,W009,23-Nov-2025,344,786,1099,31,25,6
INV030643,P1831,W002,19-Jul-2025,1562,615,423,1754,278,148
INV030644,P1568,W016,07-Mar-2025,74,293,367,0,37,19
INV030645,P1092,W012,09-Feb-2025,257,337,84,510,164,63
INV030646,P1290,W001,10-Dec-2025,839,876,768,947,77,17
INV030647,P1275,W012,28-Dec-2025,123,383,506,0,126,34
INV030648,P1930,W013,17-Nov-2025,1112,908,830,1190,272,84
INV030649,P1490,W019,23-Aug-2025,1402,483,845,1040,96,37
INV030650,P1818,W008,04-Aug-2025,156,400,331,225,142,73
INV030651,P1627,W002,12-Jun-2025,218,401,91,528,63,32
INV030652,P1757,W011,07-Aug-2025,924,542,95,1371,268,129
INV030653,P1537,W019,27-Feb-2025,1070,19,540,549,90,40
INV030654,P1233,W019,25-Jul-2025,593,315,843,65,109,34
INV030655,P1366,W011,12-Sep-2025,830,68,829,69,158,71
INV030656,P1405,W008,28-Sep-2025,1966,928,1016,1878,33,17
INV030657,P1600,W007,07-Jul-2025,1549,39,67,1521,22,5
INV030658,P1844,W013,12-Mar-2025,707,376,538,545,198,71
INV030659,P1746,W014,17-Sep-2025,1447,648,273,1822,169,46
INV030660,P1283,W007,26-Jan-2025,555,161,91,625,73,22
INV030661,P1560,W007,01-Apr-2025,569,408,930,47,137,56
INV030662,P1964,W016,13-Mar-2025,111,444,555,0,241,58
INV030663,P1141,W009,12-Aug-2025,1290,902,876,1316,90,26
INV030664,P1418,W014,16-Jul-2025,1042,759,914,887,94,38
INV030665,P1571,W003,16-Mar-2025,193,136,26,303,168,98
INV030666,P1505,W018,23-Dec-2025,987,181,40,1128,24,12
INV030667,P1972,W004,17-Sep-2025,298,19,317,0,103,31
INV030668,P1766,W015,09-Feb-2025,1883,102,540,1445,234,132
INV030669,P1733,W019,04-Feb-2025,79,196,275,0,113,54
INV030670,P1098,W020,06-May-2025,1847,617,408,2056,244,98
INV030671,P1874,W018,04-Sep-2025,1788,733,1116,1405,236,81
INV030672,P1622,W017,05-Aug-2025,1958,138,486,1610,114,35
INV030673,P1458,W014,05-Aug-2025,1119,282,465,936,272,100
INV030674,P1602,W001,12-Apr-2025,1075,778,839,1014,284,106
INV030675,P1201,W003,07-Oct-2025,708,37,554,191,128,67
INV030676,P1168,W012,12-May-2025,140,858,805,193,50,18
INV030677,P1098,W017,29-Aug-2025,678,509,106,1081,59,23
INV030678,P1171,W016,16-Mar-2025,570,85,380,275,165,52
INV030679,P1706,W006,06-Apr-2025,842,333,746,429,233,100
INV030680,P1029,W017,11-Oct-2025,369,317,29,657,144,84
INV030681,P1361,W004,28-Apr-2025,308,695,1003,0,148,64
INV030682,P1370,W013,13-Jun-2025,142,904,461,585,212,81
INV030683,P1967,W005,12-Aug-2025,1051,797,463,1385,248,72
INV030684,P1643,W017,06-Jan-2025,380,236,616,0,244,140
INV030685,P1968,W002,06-Jun-2025,863,684,460,1087,232,86
INV030686,P1074,W003,30-Sep-2025,1395,911,295,2011,243,87
INV030687,P1496,W007,26-Jun-2025,424,740,94,1070,148,37
INV030688,P1516,W003,22-Jul-2025,62,866,739,189,108,60
INV030689,P1332,W010,12-Jun-2025,673,226,73,826,161,75
INV030690,P1174,W014,21-Sep-2025,1619,261,399,1481,62,18
INV030691,P1981,W008,11-Apr-2025,1730,896,666,1960,39,16
INV030692,P1821,W017,17-Jan-2025,1472,767,544,1695,142,35
INV030693,P1506,W018,20-Apr-2025,107,15,122,0,272,72
INV030694,P1071,W007,09-Oct-2025,1792,444,249,1987,180,88
INV030695,P1887,W001,18-Aug-2025,834,101,74,861,90,47
INV030696,P1006,W007,18-Jun-2025,97,593,690,0,261,145
INV030697,P1607,W015,11-Apr-2025,688,703,373,1018,291,97
INV030698,P1667,W009,25-Jul-2025,532,893,1107,318,65,23
INV030699,P1373,W019,29-Dec-2025,1014,746,1186,574,203,116
INV030700,P1354,W006,29-Aug-2025,466,456,694,228,60,28
INV030701,P1673,W019,05-Apr-2025,1481,631,206,1906,123,44
INV030702,P1911,W003,19-Jun-2025,1770,205,1160,815,281,92
INV030703,P1847,W013,10-Jun-2025,1963,885,308,2540,285,162
INV030704,P1389,W014,04-Sep-2025,692,121,813,0,195,105
INV030705,P1064,W020,23-Sep-2025,594,452,809,237,35,18
INV030706,P1791,W013,16-May-2025,1218,838,918,1138,294,133
INV030707,P1247,W015,23-Jul-2025,914,401,382,933,167,42
INV030708,P1480,W004,02-Jul-2025,1553,801,1059,1295,181,85
INV030709,P1832,W011,23-Apr-2025,1772,847,215,2404,249,134
INV030710,P1490,W002,07-Oct-2025,595,636,847,384,246,64
INV030711,P1352,W004,31-Oct-2025,1597,398,372,1623,47,16
INV030712,P1390,W008,03-Mar-2025,1470,939,175,2234,185,104
INV030713,P1941,W017,29-Nov-2025,669,200,869,0,93,51
INV030714,P1699,W004,03-Apr-2025,1570,502,1018,1054,170,66
INV030715,P1495,W015,23-Jun-2025,1395,301,1008,688,108,39
INV030716,P1033,W020,08-Jan-2025,1784,618,239,2163,70,40
INV030717,P1154,W017,24-Apr-2025,1904,931,1134,1701,204,100
INV030718,P1812,W010,03-Mar-2025,408,768,937,239,138,77
INV030719,P1721,W011,19-Dec-2025,1174,91,915,350,298,77
INV030720,P1661,W008,12-Jul-2025,746,416,484,678,227,109
INV030721,P1789,W008,18-Jul-2025,12,277,85,204,150,84
INV030722,P1733,W005,13-Jan-2025,152,916,109,959,60,29
INV030723,P1809,W015,23-Oct-2025,266,506,701,71,93,42
INV030724,P1104,W001,23-Oct-2025,979,111,555,535,85,21
INV030725,P1710,W016,30-Sep-2025,1435,416,493,1358,140,34
INV030726,P1717,W016,14-Feb-2025,13,244,257,0,111,24
INV030727,P1600,W015,23-Aug-2025,184,790,790,184,23,6
INV030728,P1516,W006,05-Jul-2025,331,687,869,149,54,12
INV030729,P1445,W007,22-Jan-2025,1151,232,386,997,42,15
INV030730,P1718,W003,19-Jun-2025,1072,195,70,1197,74,25
