Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Sales_Amount,Discount,Profit
SO44970,C28040,P1488,02-Jul-2025,10,232600,2321,49979
SO44971,C24263,P1686,24-Mar-2025,6,79320,7468,14864
SO44972,C32481,P1878,27-Jun-2025,8,4560,267,501
SO44973,C25827,P1053,07-May-2025,15,439800,27282,61533
SO44974,C38491,P1558,07-Oct-2025,3,83850,4564,20897
SO44975,C23176,P1450,29-Dec-2025,19,197220,20809,17134
SO44976,C10207,P1395,15-Feb-2025,17,843200,44926,207490
SO44977,C19286,P1431,29-Jun-2025,11,736780,88844,85264
SO44978,C20309,P1796,06-Dec-2025,4,33840,3679,3545
SO44979,C32773,P1980,14-Oct-2025,17,733210,59907,164544
SO44980,C34652,P1903,23-Nov-2025,2,112740,2923,12271
SO44981,C28401,P1964,29-Jan-2025,17,1036830,49908,267329
SO44982,C27807,P1159,03-Mar-2025,5,328000,16241,79759
SO44983,C35662,P1640,21-Dec-2025,17,441660,44723,78918
SO44984,C19980,P1565,09-Aug-2025,13,32500,1903,3180
SO44985,C18012,P1645,03-Feb-2025,12,742200,81862,86066
SO44986,C30967,P1284,24-Feb-2025,5,63450,9019,2321
SO44987,C37438,P1261,10-Nov-2025,14,152180,873,46125
SO44988,C33744,P1274,03-Dec-2025,12,847080,107160,132828
SO44989,C23979,P1809,28-Jan-2025,13,56550,5139,11878
SO44990,C18136,P1392,23-Nov-2025,15,471750,29284,92771
SO44991,C31626,P1337,13-Dec-2025,15,660300,65988,107292
SO44992,C39902,P1964,13-May-2025,7,426930,34621,96006
SO44993,C35139,P1360,21-May-2025,16,572320,60208,24784
SO44994,C10371,P1154,27-Nov-2025,5,122800,10911,10479
SO44995,C16799,P1155,08-Oct-2025,15,8850,47,1678
SO44996,C25867,P1388,22-Feb-2025,11,649220,17378,169732
SO44997,C31970,P1414,27-Dec-2025,18,6120,867,465
SO44998,C35675,P1620,07-Aug-2025,7,39340,3990,4970
SO44999,C37651,P1841,09-Jun-2025,1,20240,2571,634
SO45000,C34400,P1769,16-Dec-2025,17,733210,101769,103217
SO45001,C32040,P1881,01-Jun-2025,18,446040,49911,54705
SO45002,C24867,P1383,29-Mar-2025,3,149250,2738,37072
SO45003,C28465,P1212,05-Dec-2025,13,726700,51967,147232
SO45004,C24939,P1144,29-Dec-2025,4,278320,27613,19339
SO45005,C29757,P1612,18-Feb-2025,14,56560,3061,13053
SO45006,C37462,P1521,13-Jul-2025,19,7220,537,679
SO45007,C21633,P1887,13-Jun-2025,13,853580,54737,111000
SO45008,C34058,P1608,29-Dec-2025,2,164100,21739,22433
SO45009,C10628,P1781,27-Oct-2025,4,243120,18992,13124
SO45010,C22020,P1804,28-Aug-2025,13,817050,100519,65582
SO45011,C11687,P1227,03-Jul-2025,7,359940,9664,100082
SO45012,C11680,P1504,09-May-2025,13,527540,13968,81933
SO45013,C24841,P1586,02-Nov-2025,19,942400,77742,204180
SO45014,C29298,P1004,03-Feb-2025,9,431280,16871,93415
SO45015,C26643,P1352,28-May-2025,16,48480,7065,2087
SO45016,C18903,P1845,06-Feb-2025,3,67560,8235,9978
SO45017,C17240,P1013,05-Feb-2025,7,399280,2805,120402
SO45018,C15812,P1523,09-Sep-2025,15,178350,26566,8489
SO45019,C28377,P1300,18-May-2025,5,68200,5512,7348
SO45020,C31748,P1954,25-Jul-2025,14,936320,131837,109929
SO45021,C33720,P1106,09-Dec-2025,3,134430,2955,14703
SO45022,C32421,P1520,29-Jul-2025,19,68210,5175,13141
SO45023,C24250,P1170,09-Apr-2025,12,724920,26047,150845
SO45024,C23420,P1663,04-Jun-2025,14,571760,44013,121705
SO45025,C11659,P1370,06-Jul-2025,2,9060,886,1158
SO45026,C17058,P1087,01-Sep-2025,10,338700,44577,26863
SO45027,C23942,P1069,14-May-2025,18,227880,648,64620
SO45028,C24790,P1676,03-Jun-2025,6,418620,56155,44507
SO45029,C18662,P1228,01-Jan-2025,11,530860,29258,68158
SO45030,C13569,P1442,21-Jul-2025,19,377720,15267,49124
SO45031,C20094,P1442,09-Jan-2025,18,357840,17639,43363
SO45032,C26797,P1399,26-May-2025,4,162560,18130,7826
SO45033,C22698,P1349,16-Mar-2025,11,385550,55525,14270
SO45034,C13993,P1206,20-Dec-2025,18,1239120,171423,31545
SO45035,C10116,P1842,02-Oct-2025,9,551970,38951,48142
SO45036,C30924,P1387,02-Sep-2025,10,422500,11585,118735
SO45037,C28952,P1347,26-Feb-2025,18,827640,79677,143649
SO45038,C25529,P1373,06-Nov-2025,2,133400,13285,7387
SO45039,C16527,P1664,28-Dec-2025,2,41960,4606,4286
SO45040,C38830,P1939,12-Jan-2025,2,118040,2198,20558
SO45041,C23785,P1160,15-Dec-2025,14,262640,22852,14752
SO45042,C37120,P1431,04-Jun-2025,18,1205640,125491,159413
SO45043,C30755,P1831,16-Nov-2025,9,393750,51311,8899
SO45044,C14945,P1397,21-Mar-2025,8,337440,47390,18626
SO45045,C14876,P1170,29-Dec-2025,8,483280,1286,116642
SO45046,C11299,P1770,15-Dec-2025,8,134400,10770,26030
SO45047,C31399,P1717,07-Jun-2025,17,779620,83061,120684
SO45048,C10787,P1644,12-Jun-2025,7,230860,25598,22772
SO45049,C30187,P1772,01-Jun-2025,11,585200,25654,107116
SO45050,C18873,P1642,08-Jun-2025,14,14560,2039,1363
SO45051,C23483,P1082,27-Feb-2025,9,284940,12628,66986
SO45052,C27598,P1985,05-Jan-2025,5,404600,37644,79886
SO45053,C34881,P1544,04-Dec-2025,13,662610,49656,148776
SO45054,C20720,P1681,25-Jan-2025,15,231900,28645,33740
SO45055,C20328,P1069,05-Jul-2025,7,88620,8137,17245
SO45056,C12896,P1450,25-Apr-2025,1,10380,168,1829
SO45057,C32422,P1930,24-Nov-2025,1,52260,3311,3858
SO45058,C26009,P1684,01-Oct-2025,11,702680,24904,135311
SO45059,C26188,P1746,05-Jan-2025,6,378420,50543,19975
SO45060,C31848,P1564,09-Jul-2025,14,38360,964,8500
SO45061,C14954,P1440,05-Jul-2025,9,210600,15054,16725
SO45062,C27815,P1117,17-Mar-2025,16,1020480,115927,94409
SO45063,C32178,P1734,19-Mar-2025,9,518130,23742,119475
SO45064,C21736,P1713,06-Jul-2025,16,697280,18574,136034
SO45065,C28407,P1649,07-Sep-2025,4,169240,15383,21697
SO45066,C37484,P1667,31-Aug-2025,12,67200,9602,-506
SO45067,C27173,P1930,05-May-2025,8,418080,27720,29632
SO45068,C23366,P1981,30-Nov-2025,6,136560,1824,28674
SO45069,C35889,P1819,15-Feb-2025,10,610400,87033,89227
SO45070,C27699,P1273,28-Dec-2025,1,46440,4226,7922
SO45071,C16101,P1768,13-Sep-2025,7,326410,5984,86402
SO45072,C23719,P1141,15-Jan-2025,16,375520,7487,63457
SO45073,C25516,P1886,28-Aug-2025,17,59840,8005,9794
SO45074,C26630,P1668,13-Oct-2025,17,315520,24126,43228
SO45075,C32398,P1107,16-Jan-2025,2,3780,253,363
SO45076,C23437,P1592,18-May-2025,4,319920,26142,61862
SO45077,C34191,P1925,26-Feb-2025,7,194740,29066,18982
SO45078,C16046,P1757,14-Sep-2025,7,256340,8503,26665
SO45079,C18261,P1862,01-Feb-2025,7,310310,39865,34034
SO45080,C26977,P1646,10-Aug-2025,19,989900,148125,34750
SO45081,C18725,P1553,06-Nov-2025,17,241570,31713,25985
SO45082,C14060,P1602,08-Nov-2025,8,609680,82540,74716
SO45083,C14264,P1862,13-Jan-2025,15,664950,55462,102893
SO45084,C34516,P1686,05-Aug-2025,3,39660,283,10883
SO45085,C12692,P1146,19-Nov-2025,9,606600,42742,123263
SO45086,C18039,P1221,26-Mar-2025,18,408420,9105,94809
SO45087,C13342,P1577,18-Nov-2025,16,50080,1907,10893
SO45088,C29836,P1691,26-Jul-2025,13,413660,16727,44659
SO45089,C32384,P1936,01-Oct-2025,5,119550,7358,21642
SO45090,C14286,P1317,26-Feb-2025,4,240200,7483,44825
SO45091,C23646,P1281,30-Mar-2025,3,3570,481,44
SO45092,C19877,P1419,29-Jul-2025,14,1111040,46519,240425
SO45093,C12614,P1418,26-Sep-2025,9,78210,11710,6983
SO45094,C35460,P1793,15-Feb-2025,4,239560,9701,25551
SO45095,C36775,P1415,15-Aug-2025,12,213840,24254,21022
SO45096,C10674,P1687,13-Mar-2025,19,259350,15050,24793
SO45097,C38255,P1025,15-Apr-2025,2,76380,4059,13647
SO45098,C14902,P1766,21-Mar-2025,6,432900,14056,86762
SO45099,C30464,P1486,20-Nov-2025,4,258440,5113,32715
SO45100,C11954,P1220,25-Oct-2025,3,218190,12658,36737
SO45101,C35616,P1040,15-Oct-2025,6,105120,4626,15786
SO45102,C26490,P1918,14-Mar-2025,15,22050,2494,431
SO45103,C14011,P1053,01-Feb-2025,7,205240,7306,34141
SO45104,C15161,P1436,07-Apr-2025,7,7140,38,1306
SO45105,C12845,P1972,02-Oct-2025,12,666120,92286,33882
SO45106,C32608,P1217,03-Feb-2025,13,469300,14456,112073
SO45107,C27753,P1533,13-Oct-2025,14,563500,27329,116353
SO45108,C23634,P1658,03-Feb-2025,12,427440,44283,18201
SO45109,C28074,P1904,08-May-2025,19,785840,53277,94619
SO45110,C25274,P1986,04-Sep-2025,6,380340,42760,29396
SO45111,C19223,P1519,11-Feb-2025,14,193200,15671,13239
SO45112,C17148,P1891,27-May-2025,3,32520,102,5541
SO45113,C14340,P1624,22-Jun-2025,10,711500,42536,106794
SO45114,C15158,P1023,13-Aug-2025,9,203130,7397,24004
SO45115,C36052,P1878,27-Apr-2025,3,1710,204,84
SO45116,C26127,P1307,04-Dec-2025,12,784680,85292,118072
SO45117,C19579,P1139,06-Oct-2025,2,11100,1138,1982
SO45118,C32445,P1628,05-Feb-2025,9,431010,59452,38405
SO45119,C27497,P1195,30-Aug-2025,9,239040,27567,37683
SO45120,C10092,P1060,08-Mar-2025,1,29620,938,5972
SO45121,C17960,P1058,09-Jan-2025,6,309780,29721,63075
SO45122,C39297,P1679,10-May-2025,2,145840,21701,15811
SO45123,C21366,P1690,05-Dec-2025,16,627200,55681,88255
SO45124,C33664,P1512,14-Mar-2025,5,289900,2676,45979
SO45125,C23681,P1683,28-Dec-2025,3,181620,15581,32485
SO45126,C22627,P1130,20-Oct-2025,12,325320,31723,24005
SO45127,C15214,P1621,18-Apr-2025,2,20140,1886,4228
SO45128,C14605,P1050,18-Jun-2025,9,238860,7778,61135
SO45129,C17938,P1071,03-Dec-2025,9,96480,1788,24717
SO45130,C20686,P1905,14-Aug-2025,11,545270,56090,66648
SO45131,C27069,P1171,21-Jul-2025,5,203750,10967,30813
SO45132,C14882,P1208,03-Aug-2025,6,370140,403,95765
SO45133,C38092,P1925,02-Oct-2025,4,111280,14355,13101
SO45134,C27609,P1340,12-May-2025,16,716640,15452,120916
SO45135,C35614,P1753,27-Feb-2025,12,531480,62889,27927
SO45136,C24854,P1429,29-Dec-2025,16,770880,7270,116730
SO45137,C16161,P1287,20-Oct-2025,16,98400,3961,26023
SO45138,C11658,P1334,05-Mar-2025,3,22530,3097,1985
SO45139,C34293,P1341,13-Sep-2025,17,411570,46555,61174
SO45140,C34326,P1113,12-Jul-2025,14,517580,73320,56432
SO45141,C24873,P1321,14-Dec-2025,2,128640,12440,23020
SO45142,C23757,P1393,17-Apr-2025,12,241800,3970,52490
SO45143,C21501,P1118,21-May-2025,17,264180,35953,7686
SO45144,C36699,P1687,31-Mar-2025,8,109200,7967,8809
SO45145,C12122,P1597,30-Jul-2025,16,1098240,84823,185961
SO45146,C15955,P1501,28-Aug-2025,12,120360,8311,23885
SO45147,C32008,P1548,17-May-2025,17,890630,7145,159115
SO45148,C24639,P1255,18-Aug-2025,10,196200,7953,36047
SO45149,C14861,P1348,07-Aug-2025,2,160880,2479,40251
SO45150,C30904,P1811,26-Jan-2025,3,191970,20212,24782
SO45151,C27988,P1885,30-Aug-2025,7,28210,3588,4525
SO45152,C17991,P1147,19-Dec-2025,15,609450,9081,114774
SO45153,C14357,P1473,14-Feb-2025,16,563200,41915,90261
SO45154,C30290,P1308,09-Mar-2025,2,20000,922,4136
SO45155,C19462,P1520,27-Jul-2025,6,21540,1247,4537
SO45156,C12941,P1571,16-Oct-2025,11,701690,53023,95191
SO45157,C35004,P1930,23-Feb-2025,13,679380,82129,11068
SO45158,C32283,P1273,22-Sep-2025,19,882360,110542,120270
SO45159,C36282,P1030,05-Jan-2025,14,303800,3814,65458
SO45160,C17830,P1244,13-Jan-2025,7,182210,8760,33618
SO45161,C10445,P1459,10-Jun-2025,1,24580,2765,1017
SO45162,C36806,P1913,07-Dec-2025,7,170730,12557,33783
SO45163,C24516,P1704,28-Mar-2025,19,177650,6346,38114
SO45164,C20511,P1057,08-Jun-2025,8,3360,165,611
SO45165,C16804,P1721,12-Feb-2025,8,498400,63331,21301
SO45166,C31733,P1326,11-Apr-2025,15,169350,14215,26180
SO45167,C15552,P1104,19-Nov-2025,15,107550,10990,8105
SO45168,C15908,P1802,03-May-2025,17,96900,9459,16449
SO45169,C27097,P1082,29-May-2025,6,189960,23678,29398
SO45170,C10426,P1996,24-Jun-2025,15,858300,90112,85538
SO45171,C28949,P1635,03-Jul-2025,10,678600,32230,125480
SO45172,C21071,P1912,06-Nov-2025,3,164190,10317,13032
SO45173,C34202,P1162,06-Jul-2025,18,342000,44413,57179
SO45174,C39046,P1964,04-Jul-2025,1,60990,5229,13432
SO45175,C20940,P1522,16-Apr-2025,13,75400,1718,11217
SO45176,C20106,P1139,05-Sep-2025,18,99900,5583,22497
SO45177,C25128,P1396,19-Nov-2025,13,98800,7435,17382
SO45178,C12090,P1345,28-Oct-2025,1,15060,47,4535
SO45179,C21923,P1271,18-Oct-2025,1,43510,34,13091
SO45180,C12512,P1348,11-Feb-2025,5,402200,14408,92417
SO45181,C32277,P1504,10-Dec-2025,3,121740,17859,4272
SO45182,C18287,P1309,20-Jan-2025,10,340300,4040,98430
SO45183,C29753,P1335,12-Nov-2025,6,30000,2359,3383
SO45184,C38853,P1796,03-Jan-2025,15,126900,16515,10575
SO45185,C28899,P1441,01-Oct-2025,16,940480,121340,16676
SO45186,C22006,P1248,08-Jun-2025,9,346860,766,100592
SO45187,C35587,P1805,22-Jan-2025,4,122040,3047,13213
SO45188,C10555,P1850,08-Nov-2025,16,208160,26182,33290
SO45189,C29319,P1254,10-Apr-2025,1,44740,3957,8256
SO45190,C32039,P1105,24-Jan-2025,7,495810,58463,90798
SO45191,C18585,P1043,30-Jun-2025,13,387660,47169,66646
SO45192,C38080,P1413,20-Dec-2025,13,95030,1199,26439
SO45193,C17904,P1007,20-Sep-2025,19,416670,45457,50474
SO45194,C24650,P1217,27-Jan-2025,15,541500,25302,120693
SO45195,C36847,P1576,27-Nov-2025,1,32170,268,6610
SO45196,C28841,P1537,31-Aug-2025,6,154560,17538,12780
SO45197,C27533,P1412,03-Mar-2025,2,64700,9426,5212
SO45198,C10741,P1750,22-Oct-2025,9,381060,36037,70892
SO45199,C11643,P1586,14-Jun-2025,16,793600,44524,192884
SO45200,C12941,P1268,20-Dec-2025,8,26240,3624,1616
SO45201,C36196,P1384,24-May-2025,14,29960,2231,4489
SO45202,C11181,P1138,09-Mar-2025,4,213400,1171,36585
SO45203,C12946,P1935,12-Jun-2025,8,247520,27931,32493
SO45204,C10271,P1013,02-May-2025,16,912640,126361,155255
SO45205,C34614,P1892,01-Sep-2025,1,27880,3446,4201
SO45206,C30598,P1186,01-Nov-2025,4,240480,505,35883
SO45207,C18829,P1914,02-May-2025,10,672400,25543,84287
SO45208,C36932,P1590,22-Dec-2025,7,246330,16733,24889
SO45209,C34258,P1692,29-May-2025,18,992340,117247,149171
SO45210,C11559,P1621,21-Oct-2025,1,10070,46,3011
SO45211,C23154,P1664,29-May-2025,5,104900,4307,17923
SO45212,C12130,P1743,29-Apr-2025,1,40980,5194,4089
SO45213,C21098,P1911,15-Nov-2025,15,720450,62651,86614
SO45214,C10247,P1627,04-Aug-2025,14,862260,121461,80419
SO45215,C28911,P1779,18-Nov-2025,11,117040,13005,9380
SO45216,C26048,P1102,01-Jun-2025,15,948750,33596,117169
SO45217,C24983,P1080,23-Sep-2025,2,89440,13184,-44
SO45218,C12797,P1668,28-Jun-2025,3,55680,8170,3716
SO45219,C16600,P1358,23-Nov-2025,18,7200,1039,563
SO45220,C24616,P1913,12-Feb-2025,16,390240,16149,89771
SO45221,C24347,P1072,12-Feb-2025,2,101040,458,15822
SO45222,C21897,P1875,11-Jan-2025,11,388740,14138,81705
SO45223,C27687,P1885,26-Oct-2025,12,48360,2329,11579
SO45224,C34935,P1588,30-Dec-2025,13,512330,21301,107282
SO45225,C35788,P1119,28-Mar-2025,6,226440,5497,39233
SO45226,C26601,P1487,02-Dec-2025,15,861150,123653,29317
SO45227,C23605,P1301,12-Nov-2025,12,280320,2078,35422
SO45228,C27056,P1541,10-Nov-2025,12,866640,37542,153498
SO45229,C37567,P1720,09-Feb-2025,8,434080,50687,63121
SO45230,C24199,P1368,02-Mar-2025,1,12850,178,2205
SO45231,C12883,P1278,18-Apr-2025,2,109420,6970,9200
SO45232,C16817,P1818,02-May-2025,14,589680,57060,107258
SO45233,C37614,P1608,04-May-2025,12,984600,39070,225962
SO45234,C23867,P1290,14-Jan-2025,11,742170,96225,100026
SO45235,C18095,P1043,26-Feb-2025,16,477120,21937,118143
SO45236,C20519,P1983,31-Oct-2025,16,1321920,38159,330801
SO45237,C30859,P1836,16-Apr-2025,8,442400,25814,38850
SO45238,C37711,P1597,03-Jun-2025,1,68640,2656,14268
SO45239,C28986,P1008,01-Sep-2025,1,62340,7775,9812
SO45240,C21051,P1117,04-Jul-2025,15,956700,49995,147195
SO45241,C24618,P1101,21-Dec-2025,18,276840,39448,13490
SO45242,C11279,P1362,09-Mar-2025,19,1237470,137584,31630
SO45243,C10801,P1815,11-Apr-2025,19,484880,48052,15598
SO45244,C22398,P1818,07-Oct-2025,18,758160,98585,112681
SO45245,C25604,P1400,30-Mar-2025,9,607680,70183,34298
SO45246,C10323,P1700,04-May-2025,5,139300,18494,2846
SO45247,C19413,P1094,15-Jul-2025,8,260480,11467,27533
SO45248,C36996,P1798,09-Nov-2025,8,440800,11368,97176
SO45249,C19051,P1760,21-Apr-2025,17,1200880,98433,129061
SO45250,C10820,P1788,18-Jun-2025,10,21200,801,2909
SO45251,C32242,P1158,27-Jun-2025,6,279600,2036,58276
SO45252,C33546,P1514,03-Jul-2025,6,42780,5244,750
SO45253,C12335,P1771,13-Sep-2025,2,97820,5989,24343
SO45254,C36331,P1732,27-Jul-2025,19,437380,26836,33356
SO45255,C39589,P1401,08-Jan-2025,14,538580,62156,24966
SO45256,C39840,P1139,04-Mar-2025,18,99900,944,27136
SO45257,C24579,P1691,14-Sep-2025,17,540940,14375,65899
SO45258,C35016,P1643,11-Nov-2025,9,609300,77395,6692
SO45259,C15821,P1005,03-Jul-2025,3,114990,7815,22971
SO45260,C39652,P1331,07-Nov-2025,11,55880,382,12246
SO45261,C10433,P1024,12-Jun-2025,14,944580,27308,170190
SO45262,C35408,P1176,14-Nov-2025,18,693180,19834,182954
SO45263,C31681,P1542,28-Aug-2025,16,1267840,43612,302916
SO45264,C15574,P1522,17-Apr-2025,5,29000,3700,1275
SO45265,C34306,P1459,23-Jun-2025,6,147480,4731,17961
SO45266,C29453,P1101,26-May-2025,10,153800,3489,25921
SO45267,C32176,P1732,27-Aug-2025,11,253220,32440,2408
SO45268,C16759,P1006,25-Jun-2025,2,38880,564,8858
SO45269,C33966,P1087,06-Mar-2025,5,169350,14033,21687
SO45270,C24908,P1153,12-Sep-2025,13,637910,432,124173
SO45271,C11302,P1959,14-Dec-2025,3,61710,3730,4937
SO45272,C20131,P1855,28-Sep-2025,18,1335960,7943,385717
SO45273,C38496,P1996,27-Dec-2025,8,457760,34962,58718
SO45274,C33239,P1116,24-Mar-2025,19,235980,33552,28730
SO45275,C26724,P1343,22-Mar-2025,7,372400,18038,77659
SO45276,C19194,P1723,11-Mar-2025,3,40290,5826,2241
SO45277,C32631,P1127,05-Feb-2025,6,84240,2210,22534
SO45278,C36407,P1317,03-Nov-2025,19,1140950,146262,102201
SO45279,C25883,P1619,27-Sep-2025,11,264000,38638,13348
SO45280,C17465,P1975,27-Jul-2025,11,262460,29106,31295
SO45281,C14491,P1915,17-Mar-2025,6,88140,6566,9730
SO45282,C33605,P1747,30-Apr-2025,16,17440,1980,3108
SO45283,C21667,P1520,21-Dec-2025,2,7180,853,1075
SO45284,C14154,P1846,04-Dec-2025,17,964920,38895,253556
SO45285,C24849,P1099,17-Nov-2025,5,339900,16679,86406
SO45286,C26528,P1574,15-Jan-2025,1,45360,6780,853
SO45287,C31822,P1956,20-Dec-2025,7,477400,5331,90240
SO45288,C30153,P1682,10-May-2025,7,170030,17600,9343
SO45289,C15025,P1323,22-Apr-2025,4,38120,3405,5639
SO45290,C17996,P1844,07-Jul-2025,1,25100,3193,1338
SO45291,C30639,P1145,21-Dec-2025,3,14670,854,1231
SO45292,C15154,P1671,11-Dec-2025,2,32460,4407,5491
SO45293,C14997,P1573,19-Apr-2025,2,4780,256,778
SO45294,C28785,P1282,13-Apr-2025,1,25540,3100,4205
SO45295,C17216,P1225,11-Jun-2025,4,126040,7259,28477
SO45296,C32000,P1749,20-Apr-2025,1,26420,3192,1369
SO45297,C33735,P1147,14-Sep-2025,1,40630,1371,6886
SO45298,C31214,P1120,19-Jan-2025,8,186880,21338,35702
SO45299,C11465,P1876,27-Feb-2025,5,116350,16977,2503
SO45300,C26408,P1015,20-Feb-2025,4,182880,14224,40372
SO45301,C18467,P1608,14-May-2025,1,82050,11217,10869
SO45302,C17147,P1836,29-May-2025,19,1050700,78463,75114
SO45303,C22947,P1918,21-Jun-2025,11,16170,449,1696
SO45304,C31444,P1747,19-Jun-2025,4,4360,364,908
SO45305,C39237,P1467,19-Jul-2025,2,57220,3469,9719
SO45306,C36111,P1832,16-May-2025,3,59970,2735,15346
SO45307,C29463,P1521,16-Aug-2025,18,6840,987,165
SO45308,C38647,P1128,11-Dec-2025,7,501270,40432,90020
SO45309,C12816,P1541,10-Jun-2025,3,216660,7253,40507
SO45310,C12508,P1910,28-Oct-2025,2,142560,11803,11853
SO45311,C25742,P1710,19-Aug-2025,11,396220,49894,19032
SO45312,C24494,P1227,24-Jan-2025,2,102840,5429,25927
SO45313,C26502,P1719,09-Jun-2025,4,60560,4981,13599
SO45314,C32930,P1708,10-Aug-2025,3,69300,3414,6576
SO45315,C29595,P1756,21-Sep-2025,12,771960,114007,-1183
SO45316,C19267,P1861,26-Jun-2025,15,800700,10853,135112
SO45317,C39875,P1847,28-Feb-2025,1,9150,645,1877
SO45318,C21312,P1652,13-Sep-2025,5,333200,34522,44578
SO45319,C10141,P1905,16-Mar-2025,10,495700,17302,94278
SO45320,C17793,P1110,25-Jan-2025,7,314510,17368,38877
SO45321,C16935,P1442,30-Sep-2025,2,39760,3317,3461
SO45322,C38015,P1827,23-Feb-2025,5,188750,10070,17045
SO45323,C31236,P1135,11-Feb-2025,12,622320,9268,143948
SO45324,C38587,P1503,28-Dec-2025,12,518400,45793,103775
SO45325,C29153,P1847,25-Nov-2025,5,45750,6199,6411
SO45326,C32491,P1457,15-Jul-2025,18,462240,38497,104279
SO45327,C21397,P1756,21-Jul-2025,18,1157940,2807,166429
SO45328,C16079,P1700,06-Jul-2025,9,250740,35746,2666
SO45329,C13008,P1993,27-Mar-2025,11,221540,25512,43084
SO45330,C11709,P1345,19-Jul-2025,5,75300,9392,13518
SO45331,C17739,P1779,17-Jun-2025,8,85120,11078,5202
SO45332,C11293,P1051,22-Jun-2025,2,70240,9033,11361
SO45333,C29298,P1348,05-Nov-2025,17,1367480,142011,221194
SO45334,C11017,P1693,12-Feb-2025,1,65430,4471,11231
SO45335,C18087,P1974,16-Jul-2025,2,94360,1746,11416
SO45336,C32696,P1945,08-Mar-2025,16,901280,123911,15417
SO45337,C16230,P1382,03-Mar-2025,1,16730,2334,2654
SO45338,C10031,P1455,09-May-2025,5,163750,18260,5595
SO45339,C23277,P1112,25-Dec-2025,13,482820,29299,66680
SO45340,C24287,P1029,21-Sep-2025,15,666750,62432,128473
SO45341,C34338,P1241,19-Apr-2025,7,331870,39039,19306
SO45342,C11933,P1204,19-Sep-2025,12,191400,6543,43677
SO45343,C39557,P1265,09-Aug-2025,8,302720,15666,27774
SO45344,C33952,P1120,05-Aug-2025,10,233600,34891,36409
SO45345,C17242,P1820,08-Jun-2025,14,108220,5174,17744
SO45346,C38113,P1303,14-Sep-2025,19,235030,14309,31690
SO45347,C37180,P1455,22-Oct-2025,15,491250,38218,33347
SO45348,C23934,P1254,11-Jun-2025,4,178960,2390,46462
SO45349,C27919,P1134,26-Dec-2025,5,156850,4870,28925
SO45350,C31722,P1698,17-Aug-2025,14,920220,29140,240892
SO45351,C12135,P1982,03-Apr-2025,5,236750,34676,25494
SO45352,C18139,P1194,21-Jul-2025,6,39840,3454,6032
SO45353,C38431,P1762,11-Jul-2025,9,219780,23897,40723
SO45354,C18458,P1089,05-Feb-2025,4,129360,5818,30050
SO45355,C20667,P1193,07-Jul-2025,2,37540,1582,4084
SO45356,C19448,P1129,01-Jan-2025,8,206320,4846,47834
SO45357,C19509,P1457,16-Apr-2025,11,282480,2336,84916
SO45358,C17780,P1493,10-Aug-2025,13,271960,17865,22500
SO45359,C12735,P1352,13-Oct-2025,5,15150,1770,1090
SO45360,C10765,P1028,25-Sep-2025,13,651560,15062,91720
SO45361,C11368,P1819,27-Jul-2025,15,915600,44395,219995
SO45362,C26991,P1685,11-Nov-2025,5,160250,23013,24847
SO45363,C39016,P1251,02-May-2025,13,626860,66120,27454
SO45364,C34403,P1942,25-Jan-2025,12,393960,45434,31966
SO45365,C30705,P1665,19-May-2025,8,446560,51973,61715
SO45366,C16879,P1630,06-Nov-2025,17,424320,38204,87783
SO45367,C14244,P1890,22-Jan-2025,17,1187620,175675,115297
SO45368,C20870,P1501,07-Mar-2025,3,30090,2129,5920
SO45369,C22834,P1710,27-Jan-2025,13,468260,52498,28960
SO45370,C32804,P1725,09-Sep-2025,14,281400,14618,35250
SO45371,C15137,P1738,31-Jul-2025,19,218310,20548,42988
SO45372,C37941,P1806,13-Jan-2025,14,522620,14636,67978
SO45373,C22328,P1334,03-Feb-2025,1,7510,349,1345
SO45374,C29730,P1465,22-May-2025,5,49900,5246,4854
SO45375,C14985,P1011,10-May-2025,6,205560,8138,54442
SO45376,C27803,P1727,02-May-2025,19,1310620,159327,166523
SO45377,C13788,P1721,21-Aug-2025,11,685300,91453,24916
SO45378,C29228,P1742,21-Feb-2025,13,973830,26631,250828
SO45379,C30976,P1177,20-Nov-2025,8,446240,14204,74052
SO45380,C14595,P1843,01-Oct-2025,11,435490,30573,75137
SO45381,C17747,P1466,23-Feb-2025,2,73260,7631,3385
SO45382,C28280,P1160,06-Feb-2025,10,187600,13745,13115
SO45383,C38693,P1203,26-Mar-2025,3,52860,5864,7027
SO45384,C23857,P1481,01-Nov-2025,14,650020,93412,4014
SO45385,C24786,P1997,15-Nov-2025,12,317160,43162,28802
SO45386,C21763,P1363,02-Mar-2025,16,986720,24974,232290
SO45387,C30832,P1143,12-Apr-2025,7,311430,39352,48813
SO45388,C17874,P1248,21-Sep-2025,13,501020,68804,77602
SO45389,C32706,P1505,01-Oct-2025,11,358490,33088,52063
SO45390,C13809,P1034,22-Apr-2025,5,341150,39296,17399
SO45391,C21971,P1368,02-Dec-2025,14,179900,23435,9927
SO45392,C28839,P1878,06-Feb-2025,5,2850,73,407
SO45393,C13638,P1103,25-Aug-2025,6,228600,8525,44293
SO45394,C34960,P1013,21-Feb-2025,12,684480,67708,143504
SO45395,C23554,P1703,15-Mar-2025,11,410080,43775,19277
