Purchase_ID,Supplier_ID,Product_ID,Order_Date,Received_Date,Quantity,Purchase_Cost,Status
PO18677,S015,P1806,17-Aug-2025,08-Sep-2025,3356,105475724,Completed
PO18678,S020,P1234,25-Aug-2025,01-Sep-2025,4512,43364832,Partially Received
PO18679,S068,P1536,02-Nov-2025,19-Nov-2025,2222,101803152,Completed
PO18680,S094,P1901,22-May-2025,14-Jun-2025,4271,9725067,Completed
PO18681,S015,P1806,27-Aug-2025,14-Sep-2025,1243,39066247,Completed
PO18682,S065,P1812,12-Jun-2025,04-Jul-2025,1307,63728013,Completed
PO18683,S034,P1174,02-Jul-2025,08-Jul-2025,4491,55486305,Completed
PO18684,S057,P1331,06-May-2025,28-May-2025,1380,5426160,Completed
PO18685,S066,P1138,11-Apr-2025,15-Apr-2025,2327,102180897,Completed
PO18686,S011,P1639,27-Jun-2025,07-Jul-2025,1083,51447915,Completed
PO18687,S028,P1711,31-Jan-2025,03-Feb-2025,4469,80482221,Completed
PO18688,S067,P1447,27-Aug-2025,15-Sep-2025,2282,39608674,Completed
PO18689,S070,P1860,19-Jun-2025,08-Jul-2025,2674,131841570,Completed
PO18690,S034,P1757,15-Jan-2025,05-Feb-2025,159,5023764,Completed
PO18691,S046,P1607,12-Nov-2025,28-Nov-2025,955,49888245,Completed
PO18692,S028,P1676,23-Apr-2025,30-Apr-2025,1817,96288281,Pending
PO18693,S021,P1276,07-Apr-2025,12-Apr-2025,3828,13229568,Completed
PO18694,S007,P1359,16-Jun-2025,26-Jun-2025,2394,5455926,Pending
PO18695,S067,P1218,16-Oct-2025,20-Oct-2025,594,6677748,Completed
PO18696,S057,P1199,02-Dec-2025,14-Dec-2025,3332,31863916,Completed
PO18697,S002,P1880,07-Aug-2025,20-Aug-2025,4963,177645622,Completed
PO18698,S004,P1628,12-Jan-2025,04-Feb-2025,2057,76143969,Pending
PO18699,S016,P1366,27-Aug-2025,10-Sep-2025,2970,87662520,Completed
PO18700,S011,P1211,13-Jun-2025,02-Jul-2025,50,181750,Pending
PO18701,S050,P1232,11-Apr-2025,25-Apr-2025,2326,88306590,Completed
PO18702,S087,P1173,04-Jul-2025,09-Jul-2025,3073,171464181,Completed
PO18703,S016,P1832,14-Sep-2025,18-Sep-2025,1134,15834042,Completed
PO18704,S039,P1580,06-Jul-2025,11-Jul-2025,1169,30429070,Completed
PO18705,S085,P1733,30-Aug-2025,08-Sep-2025,3941,138738964,Partially Received
PO18706,S043,P1807,07-Aug-2025,24-Aug-2025,3689,110286344,Cancelled
PO18707,S052,P1556,09-Dec-2025,22-Dec-2025,3083,98729992,Completed
PO18708,S029,P1642,31-Jul-2025,13-Aug-2025,2764,2202908,Pending
PO18709,S018,P1486,20-Feb-2025,09-Mar-2025,1560,86038680,Completed
PO18710,S028,P1711,10-Aug-2025,23-Aug-2025,3630,65372670,Pending
PO18711,S042,P1024,19-Nov-2025,03-Dec-2025,4000,213452000,Cancelled
PO18712,S075,P1927,24-Jun-2025,12-Jul-2025,2040,47366760,Completed
PO18713,S008,P1336,27-Aug-2025,06-Sep-2025,4925,55918450,Completed
PO18714,S036,P1169,15-Jan-2025,30-Jan-2025,1851,91006266,Completed
PO18715,S091,P1249,03-Feb-2025,08-Feb-2025,3733,14170468,Completed
PO18716,S055,P1395,04-Dec-2025,16-Dec-2025,4594,159650688,Cancelled
PO18717,S047,P1472,06-Apr-2025,23-Apr-2025,171,1367316,Completed
PO18718,S052,P1910,27-Apr-2025,18-May-2025,617,36681884,Completed
PO18719,S065,P1420,16-Jul-2025,08-Aug-2025,2768,15960288,Completed
PO18720,S006,P1257,28-Jun-2025,03-Jul-2025,4604,172539504,Completed
PO18721,S060,P1608,01-Sep-2025,06-Sep-2025,958,57445512,Completed
PO18722,S011,P1211,04-Apr-2025,25-Apr-2025,1514,5503390,Pending
PO18723,S019,P1271,29-Oct-2025,05-Nov-2025,2326,70675510,Completed
PO18724,S054,P1597,16-Feb-2025,27-Feb-2025,2170,112223720,Completed
PO18725,S076,P1689,28-Jan-2025,19-Feb-2025,1770,74232030,Completed
PO18726,S094,P1016,08-Oct-2025,28-Oct-2025,493,3297677,Completed
PO18727,S041,P1511,03-Mar-2025,20-Mar-2025,3094,51335648,Pending
PO18728,S092,P1920,26-Jan-2025,15-Feb-2025,3687,175209927,Completed
PO18729,S052,P1825,07-May-2025,20-May-2025,195,6322875,Completed
PO18730,S067,P1889,05-Nov-2025,28-Nov-2025,999,6147846,Completed
PO18731,S017,P1042,08-Sep-2025,26-Sep-2025,3318,78387750,Completed
PO18732,S079,P1492,23-Jun-2025,08-Jul-2025,3333,111305535,Completed
PO18733,S046,P1585,08-Sep-2025,25-Sep-2025,4781,209106597,Completed
PO18734,S034,P1468,16-May-2025,09-Jun-2025,4516,27276640,Completed
PO18735,S025,P1273,15-Oct-2025,28-Oct-2025,2901,99481092,Completed
PO18736,S096,P1244,29-Apr-2025,14-May-2025,4552,90930752,Pending
PO18737,S050,P1264,16-Sep-2025,30-Sep-2025,2023,109385633,Completed
PO18738,S039,P1406,29-Jul-2025,09-Aug-2025,3859,212260436,Completed
PO18739,S056,P1237,14-Mar-2025,22-Mar-2025,3196,155581280,Completed
PO18740,S010,P1565,09-Jan-2025,22-Jan-2025,106,223554,Completed
PO18741,S024,P1387,07-Nov-2025,29-Nov-2025,4454,130136972,Completed
PO18742,S061,P1551,14-Aug-2025,07-Sep-2025,3125,104140625,Completed
PO18743,S053,P1067,12-Dec-2025,23-Dec-2025,4095,94160430,Completed
PO18744,S012,P1753,17-Nov-2025,22-Nov-2025,423,15533406,Completed
PO18745,S025,P1328,03-Jun-2025,22-Jun-2025,676,29006484,Completed
PO18746,S067,P1218,02-Oct-2025,23-Oct-2025,1914,21517188,Completed
PO18747,S029,P1642,20-Nov-2025,30-Nov-2025,1237,985889,Completed
PO18748,S015,P1755,31-May-2025,05-Jun-2025,4025,159104225,Completed
PO18749,S095,P1198,31-Mar-2025,24-Apr-2025,120,1859760,Completed
PO18750,S028,P1754,28-May-2025,10-Jun-2025,849,557793,Completed
PO18751,S067,P1218,01-Feb-2025,16-Feb-2025,3699,41584158,Completed
PO18752,S034,P1293,07-Jan-2025,27-Jan-2025,4056,8436480,Completed
PO18753,S025,P1426,02-Sep-2025,14-Sep-2025,3086,146427614,Completed
PO18754,S041,P1951,17-Mar-2025,27-Mar-2025,3140,129854700,Pending
PO18755,S046,P1744,02-Jun-2025,05-Jun-2025,289,643314,Pending
PO18756,S087,P1489,30-Oct-2025,18-Nov-2025,4238,33755670,Completed
PO18757,S054,P1826,23-Jul-2025,15-Aug-2025,4652,142788488,Pending
PO18758,S034,P1912,13-Sep-2025,20-Sep-2025,4117,193280799,Completed
PO18759,S003,P1897,27-May-2025,01-Jun-2025,1773,28047087,Completed
PO18760,S038,P1691,17-Sep-2025,25-Sep-2025,3434,93054532,Cancelled
PO18761,S009,P1876,02-May-2025,07-May-2025,528,10229472,Partially Received
PO18762,S094,P1948,01-Apr-2025,08-Apr-2025,1135,27919865,Completed
PO18763,S066,P1138,08-Dec-2025,29-Dec-2025,491,21560301,Pending
PO18764,S041,P1437,26-Apr-2025,11-May-2025,1334,65476722,Completed
PO18765,S018,P1303,18-Jul-2025,21-Jul-2025,2586,25728114,Completed
PO18766,S061,P1645,22-Oct-2025,04-Nov-2025,1830,87576480,Completed
PO18767,S092,P1877,16-Oct-2025,19-Oct-2025,2464,65192512,Completed
PO18768,S058,P1577,05-Jan-2025,27-Jan-2025,2455,5720150,Completed
PO18769,S092,P1920,27-Sep-2025,03-Oct-2025,1614,76698894,Completed
PO18770,S050,P1209,15-May-2025,26-May-2025,994,17364186,Completed
PO18771,S062,P1097,14-Jul-2025,05-Aug-2025,3374,137851518,Completed
PO18772,S015,P1075,29-Sep-2025,07-Oct-2025,4247,232272677,Completed
PO18773,S083,P1058,16-Feb-2025,10-Mar-2025,1352,48893728,Completed
PO18774,S069,P1913,27-May-2025,05-Jun-2025,2123,37725710,Completed
PO18775,S085,P1733,02-Aug-2025,08-Aug-2025,3634,127931336,Completed
PO18776,S066,P1954,21-Nov-2025,09-Dec-2025,924,45840564,Completed
PO18777,S040,P1793,30-Apr-2025,12-May-2025,4911,250839147,Completed
PO18778,S098,P1998,27-Apr-2025,16-May-2025,1560,36741120,Completed
PO18779,S010,P1136,04-Feb-2025,09-Feb-2025,2749,30120793,Completed
PO18780,S027,P1289,10-Dec-2025,30-Dec-2025,3239,52831329,Completed
PO18781,S072,P1875,16-Jun-2025,06-Jul-2025,333,8866791,Completed
PO18782,S083,P1008,26-Mar-2025,01-Apr-2025,2111,94473583,Completed
PO18783,S100,P1039,16-Apr-2025,03-May-2025,66,1727484,Completed
PO18784,S083,P1148,19-Jan-2025,11-Feb-2025,3814,165630578,Completed
PO18785,S061,P1645,16-Apr-2025,03-May-2025,3838,183671328,Completed
PO18786,S100,P1808,17-Sep-2025,24-Sep-2025,326,17746136,Completed
PO18787,S059,P1247,15-Mar-2025,30-Mar-2025,864,41006304,Pending
PO18788,S047,P1907,17-Jun-2025,25-Jun-2025,4931,9127281,Pending
PO18789,S068,P1536,15-Aug-2025,23-Aug-2025,1662,76146192,Completed
PO18790,S033,P1768,08-Mar-2025,31-Mar-2025,2995,100128840,Completed
PO18791,S070,P1516,09-Sep-2025,30-Sep-2025,743,13789337,Completed
PO18792,S089,P1693,31-Oct-2025,20-Nov-2025,2647,131630016,Completed
PO18793,S059,P1350,15-Apr-2025,22-Apr-2025,3472,141296512,Completed
PO18794,S015,P1075,04-Jul-2025,10-Jul-2025,4899,267931209,Cancelled
PO18795,S084,P1935,28-Jan-2025,06-Feb-2025,234,5472558,Pending
PO18796,S049,P1379,01-Jun-2025,08-Jun-2025,3389,117096728,Completed
PO18797,S019,P1496,13-Feb-2025,05-Mar-2025,4937,237588188,Completed
PO18798,S020,P1001,16-Mar-2025,01-Apr-2025,4316,160425720,Completed
PO18799,S003,P1621,08-Jan-2025,26-Jan-2025,3690,25877970,Pending
PO18800,S043,P1272,02-Jul-2025,05-Jul-2025,3064,139942072,Completed
PO18801,S099,P1588,28-Nov-2025,01-Dec-2025,3802,112231238,Completed
PO18802,S070,P1572,13-Nov-2025,28-Nov-2025,2146,82279786,Completed
PO18803,S068,P1403,03-Nov-2025,06-Nov-2025,953,17741048,Completed
PO18804,S037,P1046,15-Jul-2025,27-Jul-2025,3844,109477120,Completed
PO18805,S083,P1993,08-Aug-2025,16-Aug-2025,2798,38903392,Completed
PO18806,S062,P1980,13-Dec-2025,30-Dec-2025,4513,135060551,Completed
PO18807,S057,P1331,02-Oct-2025,22-Oct-2025,206,809992,Completed
PO18808,S072,P1875,02-Jul-2025,19-Jul-2025,4151,110528677,Completed
PO18809,S052,P1861,12-Aug-2025,21-Aug-2025,2853,124530597,Cancelled
PO18810,S029,P1287,18-Jun-2025,27-Jun-2025,533,2279108,Pending
PO18811,S087,P1663,28-May-2025,19-Jun-2025,4905,142259715,Completed
PO18812,S078,P1005,22-Apr-2025,05-May-2025,147,4125996,Completed
PO18813,S069,P1913,05-Feb-2025,15-Feb-2025,1373,24398210,Partially Received
PO18814,S076,P1669,26-Jul-2025,30-Jul-2025,3898,105503268,Completed
PO18815,S002,P1078,28-Nov-2025,02-Dec-2025,3726,41354874,Pending
PO18816,S043,P1449,17-Jun-2025,02-Jul-2025,4547,51499322,Completed
PO18817,S051,P1950,01-Nov-2025,20-Nov-2025,3151,104556482,Completed
PO18818,S068,P1644,21-Jan-2025,29-Jan-2025,3080,80295600,Completed
PO18819,S003,P1621,04-Aug-2025,28-Aug-2025,3175,22266275,Completed
PO18820,S062,P1214,22-Jun-2025,13-Jul-2025,4996,99525316,Completed
PO18821,S015,P1906,30-Oct-2025,09-Nov-2025,4285,467065,Pending
PO18822,S003,P1411,04-Apr-2025,09-Apr-2025,1165,59297335,Completed
PO18823,S048,P1872,04-Feb-2025,13-Feb-2025,1205,40654290,Partially Received
PO18824,S090,P1743,13-Feb-2025,09-Mar-2025,1206,38226582,Completed
PO18825,S021,P1796,05-Jan-2025,21-Jan-2025,3656,24327024,Completed
PO18826,S036,P1596,11-Dec-2025,30-Dec-2025,4975,148468925,Completed
PO18827,S062,P1962,21-Jan-2025,26-Jan-2025,428,11365968,Pending
PO18828,S099,P1388,30-Oct-2025,16-Nov-2025,3446,144766460,Completed
PO18829,S004,P1210,13-Dec-2025,24-Dec-2025,1923,73985502,Completed
PO18830,S034,P1468,29-Mar-2025,05-Apr-2025,3392,20487680,Completed
PO18831,S006,P1537,12-Oct-2025,18-Oct-2025,4974,102996618,Completed
PO18832,S028,P1230,17-Jan-2025,01-Feb-2025,3104,84133920,Completed
PO18833,S089,P1693,15-Nov-2025,01-Dec-2025,3719,184938432,Completed
PO18834,S092,P1524,06-Jul-2025,16-Jul-2025,2928,122337696,Completed
PO18835,S011,P1728,14-Apr-2025,21-Apr-2025,736,26353216,Completed
PO18836,S002,P1745,23-Aug-2025,11-Sep-2025,90,4687740,Completed
PO18837,S003,P1429,09-Aug-2025,01-Sep-2025,1330,53771900,Completed
PO18838,S082,P1886,12-Sep-2025,21-Sep-2025,3740,9249020,Completed
PO18839,S044,P1051,11-Sep-2025,02-Oct-2025,3799,94682477,Completed
PO18840,S017,P1851,14-Apr-2025,30-Apr-2025,2102,44564502,Pending
PO18841,S062,P1275,05-Mar-2025,21-Mar-2025,475,16043125,Completed
PO18842,S080,P1296,05-Oct-2025,16-Oct-2025,79,3374643,Completed
PO18843,S071,P1029,26-Nov-2025,13-Dec-2025,3064,97199272,Completed
PO18844,S084,P1657,20-Mar-2025,27-Mar-2025,2159,114964591,Completed
PO18845,S061,P1130,16-Mar-2025,23-Mar-2025,3338,74991508,Completed
PO18846,S004,P1120,18-Apr-2025,27-Apr-2025,3878,62939940,Completed
PO18847,S048,P1354,21-Sep-2025,15-Oct-2025,1173,61026498,Completed
PO18848,S013,P1780,24-Aug-2025,03-Sep-2025,2937,47423739,Partially Received
PO18849,S020,P1681,02-Jul-2025,09-Jul-2025,3518,39756918,Partially Received
PO18850,S025,P1655,22-Mar-2025,10-Apr-2025,3017,16877098,Completed
PO18851,S098,P1721,03-Dec-2025,23-Dec-2025,1014,52445094,Pending
PO18852,S018,P1391,31-Oct-2025,21-Nov-2025,2249,102572392,Completed
PO18853,S023,P1884,10-Jun-2025,25-Jun-2025,1686,19072032,Completed
PO18854,S021,P1796,19-Feb-2025,27-Feb-2025,2714,18058956,Completed
PO18855,S085,P1322,22-Oct-2025,12-Nov-2025,1324,78028616,Completed
PO18856,S045,P1629,16-Mar-2025,27-Mar-2025,1174,30775236,Completed
PO18857,S053,P1677,14-May-2025,31-May-2025,62,3001792,Completed
PO18858,S030,P1049,17-Oct-2025,01-Nov-2025,760,8011920,Completed
PO18859,S078,P1047,17-Mar-2025,03-Apr-2025,1922,13083054,Pending
PO18860,S005,P1093,05-Mar-2025,24-Mar-2025,1239,13128444,Pending
PO18861,S012,P1610,03-Jun-2025,12-Jun-2025,1737,74925495,Pending
PO18862,S001,P1083,22-Jan-2025,29-Jan-2025,3364,47741888,Completed
PO18863,S082,P1706,16-Sep-2025,27-Sep-2025,4087,9690277,Completed
PO18864,S042,P1855,30-Jun-2025,16-Jul-2025,4744,248348400,Cancelled
PO18865,S023,P1587,11-Dec-2025,04-Jan-2026,1923,62989788,Completed
PO18866,S011,P1778,23-Jan-2025,16-Feb-2025,4866,128384544,Completed
PO18867,S014,P1995,07-Jun-2025,01-Jul-2025,2166,97242570,Completed
PO18868,S067,P1714,22-Jun-2025,09-Jul-2025,1468,49408476,Completed
PO18869,S052,P1065,11-Dec-2025,27-Dec-2025,4790,107204990,Pending
PO18870,S050,P1330,05-Feb-2025,16-Feb-2025,4461,160899348,Completed
PO18871,S047,P1942,30-Aug-2025,06-Sep-2025,163,4299940,Completed
PO18872,S014,P1231,11-Oct-2025,29-Oct-2025,4493,128239206,Pending
PO18873,S038,P1149,15-Oct-2025,30-Oct-2025,2101,12265638,Completed
PO18874,S044,P1716,03-Mar-2025,14-Mar-2025,2975,85864450,Completed
PO18875,S031,P1221,07-Oct-2025,23-Oct-2025,4442,75145314,Completed
PO18876,S018,P1377,09-Sep-2025,01-Oct-2025,3584,31162880,Completed
PO18877,S093,P1931,09-Oct-2025,30-Oct-2025,2729,15178698,Completed
PO18878,S040,P1324,27-Jun-2025,19-Jul-2025,1861,107683043,Cancelled
PO18879,S057,P1990,01-Apr-2025,19-Apr-2025,3461,26964651,Completed
PO18880,S038,P1810,24-Jan-2025,11-Feb-2025,1144,60271640,Completed
PO18881,S034,P1771,18-Aug-2025,24-Aug-2025,1641,55373904,Cancelled
PO18882,S088,P1386,26-Feb-2025,21-Mar-2025,423,14055444,Completed
PO18883,S070,P1112,13-Sep-2025,21-Sep-2025,560,16663920,Completed
PO18884,S053,P1517,20-Feb-2025,07-Mar-2025,4343,71524867,Completed
PO18885,S043,P1304,29-Apr-2025,08-May-2025,615,22097565,Completed
PO18886,S061,P1849,01-Jun-2025,12-Jun-2025,2500,51960000,Partially Received
PO18887,S069,P1004,05-Jul-2025,26-Jul-2025,2296,81889136,Pending
PO18888,S029,P1345,29-Sep-2025,09-Oct-2025,4420,46312760,Completed
PO18889,S026,P1637,20-Oct-2025,29-Oct-2025,1947,11407473,Completed
PO18890,S092,P1050,03-Feb-2025,12-Feb-2025,2797,52815751,Completed
PO18891,S029,P1541,09-Oct-2025,24-Oct-2025,912,51345600,Completed
PO18892,S071,P1207,22-Jul-2025,27-Jul-2025,4894,207422402,Completed
PO18893,S043,P1807,11-Oct-2025,23-Oct-2025,917,27414632,Completed
PO18894,S003,P1114,13-May-2025,23-May-2025,2943,109064637,Completed
PO18895,S011,P1211,16-Jan-2025,24-Jan-2025,3145,11432075,Completed
PO18896,S077,P1319,24-Sep-2025,09-Oct-2025,1408,39388800,Completed
PO18897,S030,P1233,04-Oct-2025,27-Oct-2025,825,7531425,Completed
PO18898,S075,P1375,10-Nov-2025,30-Nov-2025,688,6057840,Completed
PO18899,S070,P1112,06-Jun-2025,11-Jun-2025,2084,62013588,Cancelled
PO18900,S046,P1178,15-Mar-2025,19-Mar-2025,3172,104139932,Completed
PO18901,S056,P1237,10-Oct-2025,22-Oct-2025,2808,136693440,Completed
PO18902,S051,P1434,21-Jun-2025,03-Jul-2025,2889,61593480,Completed
PO18903,S019,P1905,13-Jun-2025,02-Jul-2025,3099,119038788,Pending
PO18904,S039,P1383,01-Sep-2025,16-Sep-2025,2529,92257920,Pending
PO18905,S064,P1566,03-Jul-2025,06-Jul-2025,2267,37573258,Completed
PO18906,S059,P1363,01-Jul-2025,13-Jul-2025,2941,134083131,Pending
PO18907,S017,P1851,27-Feb-2025,15-Mar-2025,1249,26480049,Completed
PO18908,S034,P1757,14-Jul-2025,02-Aug-2025,2854,90174984,Completed
PO18909,S009,P1508,29-Oct-2025,09-Nov-2025,4843,142209852,Completed
PO18910,S011,P1639,07-Oct-2025,24-Oct-2025,2960,140614800,Completed
PO18911,S074,P1791,10-Mar-2025,02-Apr-2025,2918,151146564,Completed
PO18912,S039,P1161,29-May-2025,11-Jun-2025,2684,38544924,Completed
PO18913,S028,P1470,20-May-2025,26-May-2025,4762,47124752,Completed
PO18914,S051,P1515,13-Oct-2025,30-Oct-2025,686,33338914,Completed
PO18915,S014,P1089,26-May-2025,30-May-2025,2436,56936628,Completed
PO18916,S006,P1219,26-Jun-2025,04-Jul-2025,4941,7223742,Completed
PO18917,S051,P1950,23-Jan-2025,31-Jan-2025,3305,109666510,Pending
PO18918,S042,P1202,29-Jun-2025,22-Jul-2025,2842,162545348,Cancelled
PO18919,S023,P1416,11-Nov-2025,22-Nov-2025,937,3561537,Completed
PO18920,S029,P1642,30-Jul-2025,07-Aug-2025,4289,3418333,Pending
PO18921,S063,P1742,01-Sep-2025,18-Sep-2025,422,22605274,Completed
PO18922,S072,P1282,15-Oct-2025,26-Oct-2025,465,8479275,Completed
PO18923,S006,P1646,26-Jun-2025,03-Jul-2025,821,34871975,Pending
PO18924,S048,P1561,13-Jun-2025,06-Jul-2025,617,23529912,Completed
PO18925,S024,P1387,17-Apr-2025,21-Apr-2025,4432,129494176,Completed
PO18926,S062,P1821,19-Oct-2025,23-Oct-2025,141,6675786,Completed
PO18927,S060,P1471,16-Mar-2025,29-Mar-2025,1330,1296750,Completed
PO18928,S024,P1694,13-Jun-2025,07-Jul-2025,4522,215884802,Completed
PO18929,S041,P1511,17-May-2025,01-Jun-2025,722,11979424,Completed
PO18930,S056,P1419,13-Sep-2025,02-Oct-2025,645,37967280,Pending
PO18931,S086,P1181,03-Apr-2025,14-Apr-2025,250,5866750,Completed
PO18932,S094,P1712,24-Jan-2025,11-Feb-2025,3420,73225620,Completed
PO18933,S053,P1559,12-Jun-2025,17-Jun-2025,1459,83527750,Partially Received
PO18934,S098,P1721,09-Sep-2025,25-Sep-2025,4080,211021680,Pending
PO18935,S075,P1358,28-Oct-2025,09-Nov-2025,3800,1181800,Pending
PO18936,S022,P1545,11-Nov-2025,24-Nov-2025,4830,50415540,Completed
PO18937,S018,P1486,03-Feb-2025,23-Feb-2025,3523,194304019,Completed
PO18938,S057,P1866,15-May-2025,26-May-2025,620,36627740,Completed
PO18939,S098,P1998,07-Jun-2025,14-Jun-2025,1784,42016768,Completed
PO18940,S094,P1804,24-Jun-2025,13-Jul-2025,3403,170398419,Completed
PO18941,S057,P1519,05-Sep-2025,20-Sep-2025,2532,29713020,Completed
PO18942,S062,P1214,26-Sep-2025,15-Oct-2025,1636,32590756,Completed
PO18943,S059,P1072,16-Feb-2025,02-Mar-2025,3037,128708060,Completed
PO18944,S080,P1909,31-Oct-2025,08-Nov-2025,3108,29774640,Completed
PO18945,S095,P1501,20-Aug-2025,31-Aug-2025,3394,24935718,Pending
PO18946,S054,P1018,07-Sep-2025,10-Sep-2025,2967,14289072,Completed
PO18947,S020,P1234,05-Aug-2025,19-Aug-2025,1183,11369813,Completed
PO18948,S099,P1882,03-Aug-2025,27-Aug-2025,3428,54429784,Completed
PO18949,S088,P1386,23-Nov-2025,28-Nov-2025,2173,72204444,Completed
PO18950,S020,P1001,25-Apr-2025,17-May-2025,3755,139573350,Completed
PO18951,S025,P1328,25-Jul-2025,18-Aug-2025,4610,197810490,Completed
PO18952,S061,P1968,27-Nov-2025,12-Dec-2025,537,18150600,Completed
PO18953,S012,P1750,29-Apr-2025,15-May-2025,350,10660650,Partially Received
PO18954,S021,P1796,08-Nov-2025,27-Nov-2025,821,5462934,Completed
PO18955,S092,P1192,07-Feb-2025,01-Mar-2025,706,2044576,Completed
PO18956,S079,P1074,11-Oct-2025,16-Oct-2025,3185,118118910,Completed
PO18957,S059,P1363,02-May-2025,17-May-2025,1043,47551413,Completed
PO18958,S076,P1641,26-Aug-2025,01-Sep-2025,4243,83328277,Completed
PO18959,S064,P1060,23-Apr-2025,11-May-2025,2877,65336670,Completed
PO18960,S015,P1906,09-Dec-2025,15-Dec-2025,4709,513281,Completed
PO18961,S066,P1994,26-May-2025,17-Jun-2025,3506,150887722,Pending
PO18962,S011,P1778,22-Oct-2025,25-Oct-2025,2341,61764944,Completed
PO18963,S023,P1351,14-Mar-2025,07-Apr-2025,3350,68675000,Completed
PO18964,S025,P1260,12-Nov-2025,20-Nov-2025,4056,229727784,Completed
PO18965,S057,P1343,12-May-2025,16-May-2025,1285,50794765,Completed
PO18966,S100,P1499,17-Apr-2025,03-May-2025,4754,86242314,Completed
PO18967,S035,P1256,10-Jan-2025,25-Jan-2025,2407,18716832,Completed
PO18968,S038,P1691,28-Jun-2025,11-Jul-2025,4881,132265338,Completed
PO18969,S096,P1070,27-Jan-2025,17-Feb-2025,4085,241513370,Completed
PO18970,S002,P1916,09-Nov-2025,13-Nov-2025,595,32215085,Completed
PO18971,S003,P1774,20-Jan-2025,09-Feb-2025,2904,95718744,Completed
PO18972,S014,P1159,11-Jan-2025,15-Jan-2025,3361,155950400,Completed
PO18973,S023,P1036,04-Jun-2025,08-Jun-2025,2796,15487044,Completed
PO18974,S026,P1117,20-May-2025,05-Jun-2025,2342,118584828,Completed
PO18975,S028,P1964,25-Jun-2025,11-Jul-2025,1700,71959300,Pending
PO18976,S066,P1522,16-Jul-2025,01-Aug-2025,560,2690800,Completed
PO18977,S047,P1340,20-Oct-2025,03-Nov-2025,2160,78336720,Completed
PO18978,S066,P1186,23-Oct-2025,07-Nov-2025,181,9235163,Partially Received
PO18979,S050,P1775,27-Jun-2025,04-Jul-2025,3702,208544766,Pending
PO18980,S068,P1518,26-Feb-2025,11-Mar-2025,232,7874080,Completed
PO18981,S087,P1173,21-Jul-2025,09-Aug-2025,2721,151823637,Partially Received
PO18982,S036,P1568,24-Oct-2025,12-Nov-2025,3115,17752385,Pending
PO18983,S033,P1894,21-Jun-2025,28-Jun-2025,3105,126559800,Completed
PO18984,S050,P1209,11-Jun-2025,25-Jun-2025,2360,41226840,Pending
PO18985,S009,P1792,19-Jan-2025,11-Feb-2025,1157,64351183,Completed
PO18986,S001,P1719,08-Mar-2025,18-Mar-2025,4117,43207915,Completed
PO18987,S096,P1673,01-Oct-2025,08-Oct-2025,4238,85043946,Pending
PO18988,S081,P1421,26-Oct-2025,06-Nov-2025,3573,134459136,Completed
PO18989,S043,P1807,05-Jun-2025,17-Jun-2025,4309,128821864,Partially Received
PO18990,S088,P1386,06-Aug-2025,23-Aug-2025,3876,128791728,Completed
PO18991,S032,P1569,07-Jun-2025,01-Jul-2025,2565,24749685,Partially Received
PO18992,S021,P1177,31-May-2025,07-Jun-2025,684,30607632,Completed
PO18993,S022,P1725,11-Sep-2025,16-Sep-2025,2313,38252394,Completed
PO18994,S003,P1746,18-Aug-2025,26-Aug-2025,2671,137067707,Cancelled
PO18995,S041,P1756,11-May-2025,16-May-2025,4608,253108224,Completed
PO18996,S048,P1561,07-Nov-2025,30-Nov-2025,187,7131432,Completed
PO18997,S014,P1456,25-Nov-2025,29-Nov-2025,2059,24152070,Completed
PO18998,S057,P1519,28-Aug-2025,14-Sep-2025,2217,26016495,Cancelled
PO18999,S006,P1646,17-Feb-2025,10-Mar-2025,1969,83633275,Completed
PO19000,S030,P1233,14-Sep-2025,24-Sep-2025,629,5742141,Completed
PO19001,S042,P1855,12-Jun-2025,24-Jun-2025,1193,62453550,Completed
PO19002,S060,P1608,18-Sep-2025,06-Oct-2025,2826,169458264,Completed
PO19003,S023,P1432,03-Nov-2025,12-Nov-2025,1129,50676294,Partially Received
PO19004,S016,P1902,12-Jun-2025,27-Jun-2025,184,7641152,Completed
PO19005,S074,P1191,04-Sep-2025,19-Sep-2025,3556,192440052,Completed
PO19006,S061,P1609,14-Sep-2025,20-Sep-2025,2984,15337760,Completed
PO19007,S020,P1943,30-Aug-2025,07-Sep-2025,2336,70596256,Cancelled
PO19008,S069,P1670,07-Nov-2025,30-Nov-2025,4566,100598112,Completed
PO19009,S098,P1649,01-Jun-2025,16-Jun-2025,3511,116003440,Completed
PO19010,S091,P1619,16-Apr-2025,10-May-2025,998,19235452,Cancelled
PO19011,S072,P1956,17-May-2025,05-Jun-2025,3847,209842309,Completed
PO19012,S087,P1663,03-Jul-2025,06-Jul-2025,4299,124683897,Cancelled
PO19013,S069,P1574,04-Feb-2025,22-Feb-2025,3017,113822359,Completed
PO19014,S032,P1528,10-Nov-2025,22-Nov-2025,569,16302419,Completed
PO19015,S096,P1200,16-May-2025,31-May-2025,2792,28581704,Completed
PO19016,S078,P1495,19-Jun-2025,24-Jun-2025,2680,45388480,Completed
PO19017,S062,P1959,24-Jan-2025,12-Feb-2025,2887,51045047,Completed
PO19018,S052,P1556,18-Apr-2025,12-May-2025,4404,141033696,Completed
PO19019,S048,P1354,28-Nov-2025,19-Dec-2025,3307,172049982,Completed
