Shipment_ID,Order_ID,Warehouse_ID,Shipment_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status
SH40245,SO40245,W020,27-Sep-2025,01-Oct-2025,Road,3118,Delivered
SH40246,SO40246,W008,15-Dec-2025,20-Dec-2025,Rail,7790,Delivered
SH40247,SO40247,W018,02-Jan-2026,10-Jan-2026,Road,981,Delivered
SH40248,SO40248,W002,17-Jan-2025,21-Jan-2025,Sea,6175,Delivered
SH40249,SO40249,W009,01-Apr-2025,10-Apr-2025,Road,5163,Delivered
SH40250,SO40250,W011,16-Jul-2025,21-Jul-2025,Road,3480,Delivered
SH40251,SO40251,W020,25-Jul-2025,30-Jul-2025,Road,4137,Delivered
SH40252,SO40252,W016,13-Nov-2025,14-Nov-2025,Rail,6809,Delivered
SH40253,SO40253,W001,27-Jan-2025,29-Jan-2025,Sea,6771,Delivered
SH40254,SO40254,W006,07-Jun-2025,16-Jun-2025,Rail,1614,Delivered
SH40255,SO40255,W015,05-Aug-2025,07-Aug-2025,Road,5244,Delivered
SH40256,SO40256,W008,29-Sep-2025,04-Oct-2025,Road,6273,Delivered
SH40257,SO40257,W005,09-Feb-2025,18-Feb-2025,Sea,2780,Delivered
SH40258,SO40258,W004,23-Jul-2025,25-Jul-2025,Rail,477,Delivered
SH40259,SO40259,W014,08-Feb-2025,16-Feb-2025,Road,6878,Delivered
SH40260,SO40260,W014,16-Oct-2025,25-Oct-2025,Road,7053,In Transit
SH40261,SO40261,W013,07-May-2025,14-May-2025,Air,1202,Delayed
SH40262,SO40262,W003,22-Mar-2025,23-Mar-2025,Air,3985,In Transit
SH40263,SO40263,W006,13-Jul-2025,22-Jul-2025,Sea,2505,Delivered
SH40264,SO40264,W009,05-Jan-2025,08-Jan-2025,Sea,867,Delivered
SH40265,SO40265,W013,22-Feb-2025,24-Feb-2025,Rail,3135,Delivered
SH40266,SO40266,W011,20-Apr-2025,28-Apr-2025,Road,5330,Delivered
SH40267,SO40267,W001,13-Dec-2025,16-Dec-2025,Road,3470,Delivered
SH40268,SO40268,W002,08-Sep-2025,11-Sep-2025,Road,6806,Delayed
SH40269,SO40269,W008,25-Oct-2025,02-Nov-2025,Rail,7335,Delivered
SH40270,SO40270,W018,28-Mar-2025,04-Apr-2025,Rail,3379,Delivered
SH40271,SO40271,W015,14-Oct-2025,17-Oct-2025,Rail,7468,Delivered
SH40272,SO40272,W004,17-Nov-2025,21-Nov-2025,Road,1973,Delivered
SH40273,SO40273,W018,11-May-2025,16-May-2025,Road,5418,Delivered
SH40274,SO40274,W001,13-Jun-2025,20-Jun-2025,Air,393,Delivered
SH40275,SO40275,W001,26-Apr-2025,05-May-2025,Air,1616,Delivered
SH40276,SO40276,W020,06-Dec-2025,08-Dec-2025,Rail,2821,Delivered
SH40277,SO40277,W013,09-Nov-2025,14-Nov-2025,Air,2942,In Transit
SH40278,SO40278,W017,12-Jul-2025,13-Jul-2025,Air,5373,Cancelled
SH40279,SO40279,W013,08-Jan-2025,11-Jan-2025,Road,6346,Delivered
SH40280,SO40280,W020,24-Jan-2025,27-Jan-2025,Road,4871,Delayed
SH40281,SO40281,W020,29-Aug-2025,30-Aug-2025,Air,7284,In Transit
SH40282,SO40282,W020,21-Dec-2025,24-Dec-2025,Road,3048,Delivered
SH40283,SO40283,W002,02-Dec-2025,04-Dec-2025,Road,3405,Delivered
SH40284,SO40284,W001,21-Jun-2025,23-Jun-2025,Sea,4134,Delayed
SH40285,SO40285,W015,20-Apr-2025,26-Apr-2025,Rail,415,Delivered
SH40286,SO40286,W020,30-Mar-2025,07-Apr-2025,Road,5029,Delivered
SH40287,SO40287,W017,31-May-2025,09-Jun-2025,Road,1630,Delivered
SH40288,SO40288,W001,16-Oct-2025,24-Oct-2025,Road,2484,Cancelled
SH40289,SO40289,W012,03-Mar-2025,11-Mar-2025,Road,7298,Delivered
SH40290,SO40290,W001,06-Sep-2025,11-Sep-2025,Road,5069,Delivered
SH40291,SO40291,W020,06-Jan-2025,07-Jan-2025,Air,3213,Delivered
SH40292,SO40292,W014,17-Feb-2025,24-Feb-2025,Air,2806,Delivered
SH40293,SO40293,W014,28-Feb-2025,01-Mar-2025,Road,2643,In Transit
SH40294,SO40294,W006,16-Oct-2025,22-Oct-2025,Road,6448,Delivered
SH40295,SO40295,W006,08-Oct-2025,13-Oct-2025,Road,6477,Delivered
SH40296,SO40296,W010,07-Mar-2025,11-Mar-2025,Road,3068,In Transit
SH40297,SO40297,W019,09-May-2025,18-May-2025,Rail,1960,Delivered
SH40298,SO40298,W003,09-May-2025,16-May-2025,Air,4573,Delivered
SH40299,SO40299,W007,12-Feb-2025,21-Feb-2025,Road,900,Delivered
SH40300,SO40300,W012,03-Jun-2025,12-Jun-2025,Air,7268,Delivered
SH40301,SO40301,W007,05-Jan-2025,09-Jan-2025,Air,1809,Cancelled
SH40302,SO40302,W020,26-Mar-2025,31-Mar-2025,Road,7591,Delivered
SH40303,SO40303,W018,29-Mar-2025,01-Apr-2025,Road,2796,Delivered
SH40304,SO40304,W007,08-Feb-2025,09-Feb-2025,Road,2714,Delivered
SH40305,SO40305,W005,24-Feb-2025,03-Mar-2025,Rail,595,Delivered
SH40306,SO40306,W016,26-Dec-2025,28-Dec-2025,Rail,7547,Delivered
SH40307,SO40307,W004,09-Jul-2025,14-Jul-2025,Air,4162,Delivered
SH40308,SO40308,W011,02-Jun-2025,05-Jun-2025,Air,5855,Delivered
SH40309,SO40309,W019,03-Nov-2025,08-Nov-2025,Road,3428,Delivered
SH40310,SO40310,W002,28-Jun-2025,02-Jul-2025,Road,6643,Cancelled
SH40311,SO40311,W003,06-Sep-2025,07-Sep-2025,Road,4941,Delivered
SH40312,SO40312,W001,12-Aug-2025,13-Aug-2025,Road,7963,In Transit
SH40313,SO40313,W001,07-May-2025,10-May-2025,Road,971,Delivered
SH40314,SO40314,W015,27-Nov-2025,01-Dec-2025,Road,6023,Delivered
SH40315,SO40315,W015,28-Jun-2025,01-Jul-2025,Road,7587,Delivered
SH40316,SO40316,W018,22-Mar-2025,25-Mar-2025,Road,7335,Delivered
SH40317,SO40317,W003,14-Mar-2025,23-Mar-2025,Air,5394,Delivered
SH40318,SO40318,W004,11-Apr-2025,13-Apr-2025,Road,4145,Delivered
SH40319,SO40319,W018,26-Apr-2025,03-May-2025,Sea,7838,Delivered
SH40320,SO40320,W012,13-Feb-2025,19-Feb-2025,Rail,5935,Delivered
SH40321,SO40321,W004,12-Feb-2025,20-Feb-2025,Road,7164,In Transit
SH40322,SO40322,W005,06-Jun-2025,10-Jun-2025,Air,2718,Delivered
SH40323,SO40323,W008,15-Nov-2025,20-Nov-2025,Road,2879,Delivered
SH40324,SO40324,W008,08-Dec-2025,14-Dec-2025,Rail,7121,Delivered
SH40325,SO40325,W020,09-Jul-2025,11-Jul-2025,Road,3021,Delivered
SH40326,SO40326,W018,11-Jul-2025,17-Jul-2025,Road,1859,In Transit
SH40327,SO40327,W011,23-Apr-2025,26-Apr-2025,Road,4932,In Transit
SH40328,SO40328,W017,18-Dec-2025,21-Dec-2025,Air,7317,Delayed
SH40329,SO40329,W019,27-Mar-2025,04-Apr-2025,Road,4885,Delivered
SH40330,SO40330,W005,27-Jan-2025,30-Jan-2025,Road,6038,Delivered
SH40331,SO40331,W008,29-Jun-2025,03-Jul-2025,Air,1129,Delivered
SH40332,SO40332,W005,13-Oct-2025,20-Oct-2025,Rail,3379,Delivered
SH40333,SO40333,W001,06-Apr-2025,09-Apr-2025,Road,1526,In Transit
SH40334,SO40334,W004,05-May-2025,08-May-2025,Road,6941,Delivered
SH40335,SO40335,W003,20-Jul-2025,24-Jul-2025,Air,1134,Delivered
SH40336,SO40336,W003,18-Jul-2025,25-Jul-2025,Road,6630,In Transit
SH40337,SO40337,W009,07-Sep-2025,14-Sep-2025,Air,7518,Delivered
SH40338,SO40338,W006,11-Sep-2025,17-Sep-2025,Road,4541,Delivered
SH40339,SO40339,W020,12-Sep-2025,13-Sep-2025,Road,277,Delayed
SH40340,SO40340,W014,15-Jun-2025,24-Jun-2025,Road,1308,Delivered
SH40341,SO40341,W010,27-Mar-2025,02-Apr-2025,Road,1421,Delivered
SH40342,SO40342,W008,25-Mar-2025,31-Mar-2025,Road,5669,Delivered
SH40343,SO40343,W019,10-Jul-2025,16-Jul-2025,Road,747,Delivered
SH40344,SO40344,W010,24-Apr-2025,03-May-2025,Road,1229,Delivered
SH40345,SO40345,W007,25-Jun-2025,26-Jun-2025,Air,7367,Delivered
SH40346,SO40346,W008,22-Jul-2025,23-Jul-2025,Road,1231,Delivered
SH40347,SO40347,W011,21-May-2025,29-May-2025,Road,7285,In Transit
SH40348,SO40348,W016,23-Sep-2025,28-Sep-2025,Rail,7910,In Transit
SH40349,SO40349,W006,06-Dec-2025,08-Dec-2025,Road,5317,Delivered
SH40350,SO40350,W014,09-Aug-2025,17-Aug-2025,Rail,6780,Delivered
SH40351,SO40351,W002,29-Jan-2025,03-Feb-2025,Road,5439,Delivered
SH40352,SO40352,W013,08-Jan-2025,09-Jan-2025,Air,794,In Transit
SH40353,SO40353,W015,09-Oct-2025,11-Oct-2025,Sea,2190,Delivered
SH40354,SO40354,W007,06-Sep-2025,11-Sep-2025,Road,2366,Delayed
SH40355,SO40355,W013,07-Feb-2025,14-Feb-2025,Road,5600,Delivered
SH40356,SO40356,W011,12-Jan-2025,19-Jan-2025,Rail,3480,Delivered
SH40357,SO40357,W001,14-Dec-2025,15-Dec-2025,Road,3951,Delivered
SH40358,SO40358,W002,31-Oct-2025,03-Nov-2025,Rail,2231,Delayed
SH40359,SO40359,W015,28-Dec-2025,30-Dec-2025,Air,5681,Delivered
SH40360,SO40360,W003,03-Mar-2025,04-Mar-2025,Rail,3109,Delivered
SH40361,SO40361,W009,15-Oct-2025,24-Oct-2025,Road,6433,Delivered
SH40362,SO40362,W001,26-Jun-2025,28-Jun-2025,Road,916,Delayed
SH40363,SO40363,W006,04-May-2025,10-May-2025,Road,587,Delivered
SH40364,SO40364,W015,26-Mar-2025,01-Apr-2025,Road,6461,Delivered
SH40365,SO40365,W010,13-Jun-2025,21-Jun-2025,Road,318,Delivered
SH40366,SO40366,W016,31-May-2025,07-Jun-2025,Rail,2330,Delivered
SH40367,SO40367,W019,08-Dec-2025,11-Dec-2025,Sea,1486,Delivered
SH40368,SO40368,W017,10-Oct-2025,19-Oct-2025,Road,4965,Delivered
SH40369,SO40369,W010,28-Feb-2025,03-Mar-2025,Air,1609,Delivered
SH40370,SO40370,W005,10-Jan-2025,13-Jan-2025,Air,962,Delivered
SH40371,SO40371,W012,02-Jul-2025,09-Jul-2025,Road,1308,Delivered
SH40372,SO40372,W015,30-Mar-2025,05-Apr-2025,Road,3251,Delayed
SH40373,SO40373,W019,30-Mar-2025,02-Apr-2025,Road,2868,Delayed
SH40374,SO40374,W006,25-Aug-2025,31-Aug-2025,Road,6954,Delivered
SH40375,SO40375,W006,28-Apr-2025,30-Apr-2025,Road,5794,Delivered
SH40376,SO40376,W012,04-Jun-2025,13-Jun-2025,Air,5087,Delivered
SH40377,SO40377,W016,10-Mar-2025,11-Mar-2025,Road,6324,In Transit
SH40378,SO40378,W011,20-Jun-2025,29-Jun-2025,Road,7781,Delivered
SH40379,SO40379,W020,15-Dec-2025,19-Dec-2025,Road,338,Delivered
SH40380,SO40380,W001,11-Apr-2025,14-Apr-2025,Road,3910,Delivered
SH40381,SO40381,W016,23-Aug-2025,31-Aug-2025,Road,774,Delivered
SH40382,SO40382,W017,20-Nov-2025,28-Nov-2025,Road,2890,Delivered
SH40383,SO40383,W002,03-Dec-2025,12-Dec-2025,Sea,607,Delivered
SH40384,SO40384,W015,28-Aug-2025,02-Sep-2025,Road,3970,Delivered
SH40385,SO40385,W020,07-Jul-2025,15-Jul-2025,Road,5414,Delayed
SH40386,SO40386,W003,27-Sep-2025,03-Oct-2025,Rail,7999,Delivered
SH40387,SO40387,W002,03-May-2025,10-May-2025,Air,3199,Delivered
SH40388,SO40388,W018,31-Jul-2025,05-Aug-2025,Road,5703,Delivered
SH40389,SO40389,W008,01-Jul-2025,04-Jul-2025,Road,2028,Delivered
SH40390,SO40390,W009,31-Jan-2025,06-Feb-2025,Air,912,Cancelled
SH40391,SO40391,W003,01-Aug-2025,04-Aug-2025,Rail,490,Delivered
SH40392,SO40392,W013,01-Oct-2025,06-Oct-2025,Air,7271,Delivered
SH40393,SO40393,W012,24-Jan-2025,31-Jan-2025,Air,6283,Delivered
SH40394,SO40394,W003,08-Apr-2025,09-Apr-2025,Road,5538,Delivered
SH40395,SO40395,W014,03-Nov-2025,11-Nov-2025,Road,1236,Delayed
SH40396,SO40396,W008,30-Mar-2025,04-Apr-2025,Road,2655,Delivered
SH40397,SO40397,W012,15-Apr-2025,17-Apr-2025,Road,7318,Delivered
SH40398,SO40398,W015,18-Oct-2025,23-Oct-2025,Road,6919,Delivered
SH40399,SO40399,W008,12-Mar-2025,14-Mar-2025,Rail,2331,Delivered
SH40400,SO40400,W020,29-Apr-2025,05-May-2025,Road,3399,Delivered
SH40401,SO40401,W017,11-Dec-2025,14-Dec-2025,Air,4621,Delivered
SH40402,SO40402,W015,05-Feb-2025,12-Feb-2025,Road,7741,Cancelled
SH40403,SO40403,W018,11-Dec-2025,18-Dec-2025,Rail,3635,In Transit
SH40404,SO40404,W011,12-Oct-2025,13-Oct-2025,Road,3065,Delivered
SH40405,SO40405,W002,21-Mar-2025,22-Mar-2025,Road,2298,Delivered
SH40406,SO40406,W004,18-Nov-2025,22-Nov-2025,Road,4605,Delivered
SH40407,SO40407,W005,02-Apr-2025,06-Apr-2025,Road,597,Delivered
SH40408,SO40408,W003,24-Jun-2025,30-Jun-2025,Sea,6866,Delivered
SH40409,SO40409,W006,10-Dec-2025,11-Dec-2025,Road,741,Delivered
SH40410,SO40410,W014,09-Nov-2025,15-Nov-2025,Road,6782,Delivered
SH40411,SO40411,W014,12-Apr-2025,14-Apr-2025,Road,3282,Delivered
SH40412,SO40412,W003,04-Jun-2025,13-Jun-2025,Road,6538,Delivered
SH40413,SO40413,W004,24-Oct-2025,02-Nov-2025,Road,287,Delivered
SH40414,SO40414,W019,07-Jun-2025,10-Jun-2025,Rail,2965,Delivered
SH40415,SO40415,W004,16-Mar-2025,25-Mar-2025,Road,2304,Delivered
SH40416,SO40416,W015,07-Aug-2025,15-Aug-2025,Road,7228,Delivered
SH40417,SO40417,W010,16-Mar-2025,22-Mar-2025,Road,1907,Delivered
SH40418,SO40418,W013,06-Sep-2025,11-Sep-2025,Road,6987,Delivered
SH40419,SO40419,W006,22-Oct-2025,25-Oct-2025,Air,3930,Delayed
SH40420,SO40420,W011,13-Oct-2025,18-Oct-2025,Rail,7201,Delivered
SH40421,SO40421,W019,19-Apr-2025,22-Apr-2025,Road,2458,Delivered
SH40422,SO40422,W013,12-Jun-2025,15-Jun-2025,Road,1408,Delivered
SH40423,SO40423,W019,28-Sep-2025,29-Sep-2025,Road,5533,Delivered
SH40424,SO40424,W011,21-Aug-2025,29-Aug-2025,Road,4568,Delivered
SH40425,SO40425,W003,19-Aug-2025,20-Aug-2025,Road,3326,Delivered
SH40426,SO40426,W006,13-Jan-2025,17-Jan-2025,Rail,771,Delivered
SH40427,SO40427,W005,29-Sep-2025,02-Oct-2025,Road,6433,Delayed
SH40428,SO40428,W007,03-Nov-2025,06-Nov-2025,Road,6278,Delivered
SH40429,SO40429,W005,27-Dec-2025,31-Dec-2025,Rail,554,Delivered
SH40430,SO40430,W010,01-Mar-2025,03-Mar-2025,Road,4107,Delivered
SH40431,SO40431,W010,01-Sep-2025,06-Sep-2025,Road,4851,Delivered
SH40432,SO40432,W005,17-Dec-2025,18-Dec-2025,Road,7800,Delivered
SH40433,SO40433,W019,12-Jun-2025,14-Jun-2025,Road,1661,Delivered
SH40434,SO40434,W005,20-Jun-2025,22-Jun-2025,Road,5552,Delivered
SH40435,SO40435,W008,02-Apr-2025,09-Apr-2025,Road,7734,In Transit
SH40436,SO40436,W020,04-Oct-2025,12-Oct-2025,Air,6590,Delivered
SH40437,SO40437,W014,04-Feb-2025,08-Feb-2025,Air,7183,Delivered
SH40438,SO40438,W013,25-Aug-2025,27-Aug-2025,Air,4363,Delivered
SH40439,SO40439,W002,03-Feb-2025,06-Feb-2025,Sea,7948,Delivered
SH40440,SO40440,W011,06-Jul-2025,15-Jul-2025,Sea,7656,Delivered
SH40441,SO40441,W001,05-Dec-2025,11-Dec-2025,Road,3160,Delivered
SH40442,SO40442,W007,30-Jan-2025,08-Feb-2025,Road,6473,Delayed
SH40443,SO40443,W019,23-Jun-2025,30-Jun-2025,Air,2081,Delivered
SH40444,SO40444,W016,02-Nov-2025,11-Nov-2025,Rail,5834,Delivered
SH40445,SO40445,W009,28-Feb-2025,09-Mar-2025,Road,6603,In Transit
SH40446,SO40446,W009,07-May-2025,13-May-2025,Road,7669,Delivered
SH40447,SO40447,W006,06-Apr-2025,09-Apr-2025,Road,5432,In Transit
SH40448,SO40448,W020,12-Mar-2025,16-Mar-2025,Road,1177,Delivered
SH40449,SO40449,W001,06-Apr-2025,14-Apr-2025,Air,6348,Delivered
SH40450,SO40450,W011,20-Mar-2025,24-Mar-2025,Road,2451,In Transit
SH40451,SO40451,W004,04-Jul-2025,09-Jul-2025,Rail,7143,Delivered
SH40452,SO40452,W013,12-Jun-2025,16-Jun-2025,Road,7456,In Transit
SH40453,SO40453,W020,22-Jun-2025,26-Jun-2025,Sea,7055,Delivered
SH40454,SO40454,W010,23-Feb-2025,28-Feb-2025,Rail,7617,Delivered
SH40455,SO40455,W003,02-Dec-2025,05-Dec-2025,Road,3926,In Transit
SH40456,SO40456,W004,06-Jun-2025,13-Jun-2025,Road,2880,Delivered
SH40457,SO40457,W015,31-Dec-2025,06-Jan-2026,Road,3398,Delivered
SH40458,SO40458,W019,08-Aug-2025,14-Aug-2025,Road,6628,In Transit
SH40459,SO40459,W012,02-Dec-2025,05-Dec-2025,Sea,564,Delivered
SH40460,SO40460,W004,25-Apr-2025,03-May-2025,Rail,7788,Delivered
SH40461,SO40461,W015,08-Jul-2025,11-Jul-2025,Rail,5556,Delivered
SH40462,SO40462,W005,05-Jul-2025,12-Jul-2025,Road,1510,Cancelled
SH40463,SO40463,W020,11-Apr-2025,12-Apr-2025,Road,6289,Delivered
SH40464,SO40464,W004,30-Oct-2025,01-Nov-2025,Air,6439,Delivered
SH40465,SO40465,W017,19-Aug-2025,20-Aug-2025,Road,2404,Delivered
SH40466,SO40466,W014,29-Aug-2025,31-Aug-2025,Air,2847,Delivered
SH40467,SO40467,W002,11-Aug-2025,16-Aug-2025,Sea,4487,Delivered
SH40468,SO40468,W015,26-Jun-2025,01-Jul-2025,Road,2565,Delayed
SH40469,SO40469,W013,09-Aug-2025,16-Aug-2025,Road,4664,Delivered
SH40470,SO40470,W020,16-Nov-2025,18-Nov-2025,Road,4998,Delivered
SH40471,SO40471,W015,04-Nov-2025,06-Nov-2025,Air,6927,Delivered
SH40472,SO40472,W007,01-Oct-2025,05-Oct-2025,Road,5521,Delivered
SH40473,SO40473,W003,21-Oct-2025,22-Oct-2025,Rail,2644,Delivered
SH40474,SO40474,W015,17-Apr-2025,18-Apr-2025,Air,2935,Delivered
SH40475,SO40475,W016,14-Dec-2025,23-Dec-2025,Road,3351,Delivered
SH40476,SO40476,W016,23-Jan-2025,29-Jan-2025,Road,1323,Delivered
SH40477,SO40477,W020,17-Aug-2025,24-Aug-2025,Road,827,Delivered
SH40478,SO40478,W010,12-May-2025,19-May-2025,Road,4400,Delivered
SH40479,SO40479,W010,16-May-2025,23-May-2025,Road,3698,Delivered
SH40480,SO40480,W011,12-Feb-2025,18-Feb-2025,Road,3182,Delivered
SH40481,SO40481,W006,02-Jan-2025,06-Jan-2025,Air,7305,Delivered
SH40482,SO40482,W007,28-Jun-2025,05-Jul-2025,Road,6716,Delivered
SH40483,SO40483,W013,11-Jun-2025,16-Jun-2025,Air,5669,Delivered
SH40484,SO40484,W015,03-Jan-2025,11-Jan-2025,Road,1763,Delivered
SH40485,SO40485,W016,12-Oct-2025,13-Oct-2025,Air,6158,Delivered
SH40486,SO40486,W001,17-Apr-2025,23-Apr-2025,Rail,994,Delivered
SH40487,SO40487,W009,09-Aug-2025,18-Aug-2025,Rail,7130,Delivered
SH40488,SO40488,W007,17-Sep-2025,25-Sep-2025,Rail,7274,Delivered
SH40489,SO40489,W006,27-Apr-2025,03-May-2025,Road,5943,Delivered
SH40490,SO40490,W012,31-Jul-2025,03-Aug-2025,Air,3334,Delayed
SH40491,SO40491,W014,12-Jul-2025,17-Jul-2025,Road,2050,Delivered
SH40492,SO40492,W014,11-Jan-2025,13-Jan-2025,Road,3384,Delivered
SH40493,SO40493,W015,16-Feb-2025,25-Feb-2025,Road,5413,Delivered
SH40494,SO40494,W011,16-Oct-2025,20-Oct-2025,Road,7760,Delivered
SH40495,SO40495,W013,08-Jun-2025,10-Jun-2025,Rail,6006,Delivered
SH40496,SO40496,W002,06-Jun-2025,08-Jun-2025,Road,3014,Delivered
SH40497,SO40497,W002,26-Sep-2025,03-Oct-2025,Road,6101,Delivered
SH40498,SO40498,W017,20-Mar-2025,26-Mar-2025,Road,3231,Delivered
SH40499,SO40499,W020,21-May-2025,28-May-2025,Road,7779,Delivered
SH40500,SO40500,W003,04-Jul-2025,07-Jul-2025,Road,5529,Delayed
SH40501,SO40501,W014,06-Jul-2025,08-Jul-2025,Road,5118,Cancelled
SH40502,SO40502,W010,10-Nov-2025,14-Nov-2025,Road,6094,Delayed
SH40503,SO40503,W019,19-Nov-2025,27-Nov-2025,Road,3498,Delivered
SH40504,SO40504,W018,05-Jul-2025,07-Jul-2025,Rail,5239,Delivered
SH40505,SO40505,W001,28-Mar-2025,02-Apr-2025,Road,644,In Transit
SH40506,SO40506,W017,03-Oct-2025,11-Oct-2025,Road,5388,Delivered
SH40507,SO40507,W014,06-Nov-2025,08-Nov-2025,Sea,6064,Delivered
SH40508,SO40508,W017,27-Mar-2025,02-Apr-2025,Air,5093,Delivered
SH40509,SO40509,W018,18-May-2025,20-May-2025,Rail,3519,Delivered
SH40510,SO40510,W020,09-May-2025,12-May-2025,Air,2980,Delayed
SH40511,SO40511,W012,19-Oct-2025,23-Oct-2025,Road,3717,Delivered
SH40512,SO40512,W010,06-Aug-2025,08-Aug-2025,Road,2574,Delivered
SH40513,SO40513,W014,07-Feb-2025,13-Feb-2025,Sea,6281,In Transit
SH40514,SO40514,W016,06-Sep-2025,15-Sep-2025,Road,3515,Delivered
SH40515,SO40515,W018,19-Nov-2025,27-Nov-2025,Road,2246,Delivered
SH40516,SO40516,W013,16-Apr-2025,23-Apr-2025,Air,2462,Delivered
SH40517,SO40517,W005,19-Oct-2025,23-Oct-2025,Rail,291,Delivered
SH40518,SO40518,W019,16-Jan-2025,17-Jan-2025,Road,7158,Delivered
SH40519,SO40519,W009,03-May-2025,07-May-2025,Road,3646,Delivered
SH40520,SO40520,W012,21-Oct-2025,29-Oct-2025,Road,5860,In Transit
SH40521,SO40521,W002,20-Mar-2025,27-Mar-2025,Air,2363,Delivered
SH40522,SO40522,W003,16-Jul-2025,25-Jul-2025,Road,7000,Delivered
SH40523,SO40523,W017,27-Apr-2025,06-May-2025,Sea,5710,Delivered
SH40524,SO40524,W009,15-Jul-2025,16-Jul-2025,Rail,6823,Delivered
SH40525,SO40525,W012,21-Mar-2025,28-Mar-2025,Road,1371,In Transit
SH40526,SO40526,W015,01-Aug-2025,08-Aug-2025,Road,7667,Delivered
SH40527,SO40527,W017,17-Aug-2025,21-Aug-2025,Air,4053,Delivered
SH40528,SO40528,W012,23-May-2025,01-Jun-2025,Road,2795,Delivered
SH40529,SO40529,W017,09-Apr-2025,11-Apr-2025,Road,3712,In Transit
SH40530,SO40530,W018,30-Sep-2025,04-Oct-2025,Air,7838,Delivered
SH40531,SO40531,W011,06-Jun-2025,13-Jun-2025,Sea,6853,Delivered
SH40532,SO40532,W013,29-Nov-2025,06-Dec-2025,Road,2291,Delivered
SH40533,SO40533,W001,27-Apr-2025,05-May-2025,Sea,4212,Delivered
SH40534,SO40534,W011,23-Feb-2025,04-Mar-2025,Air,5327,Delivered
SH40535,SO40535,W009,17-Jan-2025,22-Jan-2025,Road,425,Delivered
SH40536,SO40536,W016,03-Mar-2025,12-Mar-2025,Road,7716,Delivered
SH40537,SO40537,W006,29-Oct-2025,04-Nov-2025,Road,7315,Delivered
SH40538,SO40538,W016,26-Mar-2025,30-Mar-2025,Air,2682,Delivered
SH40539,SO40539,W012,10-Jan-2025,17-Jan-2025,Rail,2212,Delivered
SH40540,SO40540,W016,16-May-2025,20-May-2025,Road,7784,Delivered
SH40541,SO40541,W020,13-Apr-2025,16-Apr-2025,Road,3924,Delivered
SH40542,SO40542,W013,20-Sep-2025,28-Sep-2025,Road,3174,Delivered
SH40543,SO40543,W002,10-Mar-2025,12-Mar-2025,Air,5741,Delivered
SH40544,SO40544,W003,06-Sep-2025,11-Sep-2025,Road,329,Delivered
SH40545,SO40545,W005,03-May-2025,07-May-2025,Road,4564,Delivered
SH40546,SO40546,W006,22-Oct-2025,30-Oct-2025,Road,2201,Delivered
SH40547,SO40547,W013,17-Aug-2025,20-Aug-2025,Road,3792,Delivered
SH40548,SO40548,W008,10-Jan-2025,15-Jan-2025,Air,2761,In Transit
SH40549,SO40549,W017,01-May-2025,03-May-2025,Air,6277,Delayed
SH40550,SO40550,W002,11-Jul-2025,12-Jul-2025,Road,5308,Delivered
SH40551,SO40551,W012,08-Mar-2025,11-Mar-2025,Road,2669,Delivered
SH40552,SO40552,W013,04-Sep-2025,09-Sep-2025,Road,717,Delivered
SH40553,SO40553,W005,26-Jul-2025,02-Aug-2025,Air,7358,Delivered
SH40554,SO40554,W008,09-May-2025,12-May-2025,Road,586,Delivered
SH40555,SO40555,W016,11-Jul-2025,15-Jul-2025,Rail,7087,Delivered
SH40556,SO40556,W018,06-Apr-2025,09-Apr-2025,Road,7959,Delivered
SH40557,SO40557,W002,05-Jan-2025,08-Jan-2025,Air,5903,Delivered
SH40558,SO40558,W004,01-Jan-2026,09-Jan-2026,Rail,6979,Delivered
SH40559,SO40559,W012,17-Mar-2025,23-Mar-2025,Road,1673,Delivered
SH40560,SO40560,W008,27-Feb-2025,08-Mar-2025,Sea,2260,Delivered
SH40561,SO40561,W004,10-Mar-2025,17-Mar-2025,Rail,3216,Delivered
SH40562,SO40562,W006,27-Mar-2025,01-Apr-2025,Road,5934,Delivered
SH40563,SO40563,W018,31-Dec-2025,07-Jan-2026,Rail,4236,Delivered
SH40564,SO40564,W004,26-Jan-2025,27-Jan-2025,Road,1214,Delivered
SH40565,SO40565,W012,17-Oct-2025,21-Oct-2025,Road,2253,Delivered
SH40566,SO40566,W009,06-Jan-2025,09-Jan-2025,Air,5122,Delivered
SH40567,SO40567,W004,23-Aug-2025,24-Aug-2025,Sea,1616,Delivered
SH40568,SO40568,W004,28-Nov-2025,06-Dec-2025,Road,1006,Delivered
SH40569,SO40569,W010,27-Nov-2025,06-Dec-2025,Road,1389,Delayed
SH40570,SO40570,W019,22-Dec-2025,23-Dec-2025,Sea,5189,In Transit
SH40571,SO40571,W015,23-Oct-2025,24-Oct-2025,Sea,3779,In Transit
SH40572,SO40572,W004,18-Jun-2025,26-Jun-2025,Sea,3678,Delivered
SH40573,SO40573,W010,11-Sep-2025,20-Sep-2025,Road,747,Delivered
SH40574,SO40574,W007,23-Sep-2025,01-Oct-2025,Road,5383,Delivered
SH40575,SO40575,W005,24-Apr-2025,29-Apr-2025,Rail,206,Delivered
SH40576,SO40576,W009,14-May-2025,22-May-2025,Road,4631,Delivered
SH40577,SO40577,W017,21-Aug-2025,27-Aug-2025,Road,4680,Delivered
