Product_ID,Product_Name,Category,Sub_Category,Brand,Supplier_ID,Unit_Cost,Selling_Price
P1765,Toaster 783,Home & Kitchen,Appliances,Milton,S032,28982,39290
P1766,Chess Set 641,Toys,Board Games,Funskool,S055,55347,72150
P1767,Microwave 419,Home & Kitchen,Appliances,Bajaj,S031,39926,50980
P1768,Frozen Peas 405,Groceries,Frozen,Amul,S033,33432,46630
P1769,Headphones 730,Electronics,Audio,Apple,S047,31072,43130
P1770,Recliner Sofa 873,Furniture,Sofa,Durian,S055,12200,16800
P1771,Formal Shoes 214,Apparel,Footwear,Levis,S034,33744,48910
P1772,Energy Drink 860,Groceries,Beverages,Amul,S023,41130,53200
P1773,Women's Top 846,Apparel,Womenswear,H&M,S041,57922,80630
P1774,Pulses 198,Groceries,Staples,Parle,S003,32961,46430
P1775,Water Colors 197,Stationery,Art Supplies,Faber-Castell,S050,56333,68360
P1776,Dining Table 724,Furniture,Table,Ikea,S095,56674,65890
P1777,Kids T-Shirt 857,Apparel,Kidswear,Levis,S040,31377,39890
P1778,Sofa Cum Bed 454,Furniture,Sofa,Godrej,S011,26384,37120
P1779,Women's Dress 675,Apparel,Womenswear,Zara,S071,8605,10640
P1780,Exercise Bike 998,Sports,Fitness,Yonex,S013,16147,21960
P1781,Phone Case 390,Electronics,Mobile,Samsung,S020,52751,60780
P1782,Belt 302,Apparel,Accessories,Adidas,S015,8340,10480
P1783,Camera Bag 991,Electronics,Camera,Lenovo,S089,23853,31840
P1784,3D Puzzle 352,Toys,Puzzles,Lego,S099,41933,49860
P1785,Wallet 524,Sports,Accessories,Adidas,S057,14475,20540
P1786,Gaming Chair 497,Furniture,Chair,Ikea,S062,58447,69950
P1787,Study Table 570,Furniture,Table,Durian,S065,38986,55470
P1788,Mouse 341,Electronics,Computer,LG,S062,1749,2120
P1789,Cold Drink 710,Groceries,Beverages,ITC,S055,14867,21530
P1790,Box File 722,Stationery,Files,Camlin,S099,44439,59170
P1791,Wardrobe 280,Home & Kitchen,Storage,Philips,S074,51798,60880
P1792,Learning Kit 532,Toys,Educational,Lego,S009,55619,65050
P1793,Formal Shoes 151,Apparel,Footwear,Levis,S040,51077,59890
P1794,Kids T-Shirt 298,Apparel,Kidswear,Adidas,S098,4533,6020
P1795,Coffee 987,Groceries,Beverages,ITC,S041,43794,61000
P1796,Sofa Cum Bed 555,Furniture,Sofa,Ikea,S021,6654,8460
P1797,Jigsaw Puzzle 659,Toys,Puzzles,Lego,S087,4639,5950
P1798,Cabinet 899,Furniture,Storage,Ikea,S063,41532,55100
P1799,Sugar 741,Groceries,Staples,Nestle,S057,28716,37620
P1800,Electric Kettle 812,Home & Kitchen,Appliances,Bajaj,S043,38895,52760
P1801,Camera Bag 740,Electronics,Camera,Asus,S013,51096,65990
P1802,Cheese 548,Groceries,Dairy,Tata,S039,4176,5700
P1803,Frozen Peas 668,Groceries,Frozen,Britannia,S044,31675,45900
P1804,Men's Shirt 359,Apparel,Menswear,Puma,S094,50073,62850
P1805,Bar Stool 900,Furniture,Chair,Nilkamal,S031,26445,30510
P1806,Belt 261,Electronics,Accessories,Lenovo,S015,31429,37330
P1807,Charger 894,Electronics,Mobile,Sony,S043,29896,39340
P1808,Namkeen 889,Groceries,Snacks,Britannia,S100,54436,68220
P1809,Action Camera 227,Electronics,Camera,Sony,S049,3041,4350
P1810,Flash Cards 738,Toys,Educational,Hot Wheels,S038,52685,70500
P1811,Cabinet 989,Furniture,Storage,Durian,S067,48992,63990
P1812,Camping Chair 614,Sports,Outdoor,Nike,S065,48759,67750
P1813,Dumbbells 405,Sports,Fitness,Puma,S030,24766,30400
P1814,Frozen Peas 890,Groceries,Frozen,ITC,S097,30978,43240
P1815,Building Blocks 560,Toys,Educational,Hasbro,S060,22170,25520
P1816,Desktop 209,Electronics,Computer,Lenovo,S006,15140,20230
P1817,Double Bed 324,Furniture,Bed,Ikea,S041,52532,75140
P1818,Belt 713,Apparel,Accessories,H&M,S093,30383,42120
P1819,Bar Stool 509,Furniture,Chair,Nilkamal,S040,43414,61040
P1820,Formal Shoes 294,Apparel,Footwear,Zara,S057,6093,7730
P1821,Kids Jacket 818,Apparel,Kidswear,Nike,S062,47346,66160
P1822,Clip Folder 208,Stationery,Files,Classmate,S071,39547,52010
P1823,Men's Shirt 296,Apparel,Menswear,Puma,S088,59856,79940
P1824,3D Puzzle 518,Toys,Puzzles,Funskool,S015,8081,9440
P1825,Notebook 135,Stationery,Paper,Camlin,S052,32425,39250
P1826,Rubik's Cube 448,Toys,Puzzles,Hot Wheels,S054,30694,40370
P1827,Feature Phone 918,Electronics,Mobile,HP,S016,32327,37750
P1828,Jigsaw Puzzle 946,Toys,Puzzles,Funskool,S068,3310,4540
P1829,Vacuum Cleaner 883,Home & Kitchen,Cleaning,Milton,S012,28413,39840
P1830,Puzzle Set 391,Toys,Educational,Mattel,S046,18005,25680
P1831,Cap 158,Apparel,Accessories,Levis,S034,37060,43750
P1832,Tent 832,Toys,Outdoor,Hasbro,S016,13963,19990
P1833,Toaster 435,Home & Kitchen,Appliances,Philips,S083,26131,30580
P1834,Speaker 773,Electronics,Audio,HP,S025,37220,48100
P1835,Chocolate 207,Groceries,Snacks,Britannia,S026,3889,5450
P1836,Wardrobe 700,Furniture,Storage,Urban Ladder,S086,47217,55300
P1837,Jigsaw Puzzle 627,Toys,Puzzles,Hot Wheels,S088,42958,49640
P1838,Cap 927,Apparel,Accessories,Puma,S004,3485,4030
P1839,Coffee Table 191,Furniture,Table,Nilkamal,S028,3930,5120
P1840,Cabinet 466,Home & Kitchen,Storage,Prestige,S071,51024,71100
P1841,Cheese 989,Groceries,Dairy,ITC,S078,17035,20240
P1842,Lens 450,Electronics,Camera,Dell,S100,51653,61330
P1843,Chart Paper 691,Stationery,Paper,Parker,S056,29980,39590
P1844,Drawing Book 244,Stationery,Art Supplies,Camlin,S001,20569,25100
P1845,Football 754,Sports,Team Sports,Nivia,S088,16449,22520
P1846,Wall Clock 347,Home & Kitchen,Decor,Prestige,S017,39557,56760
P1847,Frozen Nuggets 614,Groceries,Frozen,Parle,S013,6628,9150
P1848,Microwave 890,Home & Kitchen,Appliances,Philips,S068,24186,34180
P1849,Mixer Grinder 694,Home & Kitchen,Appliances,Prestige,S061,20784,27140
P1850,Study Table 526,Furniture,Table,Ikea,S006,9293,13010
P1851,Tablet 270,Electronics,Computer,Dell,S017,21201,25540
P1852,Women's Jeans 406,Apparel,Womenswear,Zara,S059,31743,37160
P1853,Coffee 863,Groceries,Beverages,ITC,S026,40669,54770
P1854,Recliner 294,Furniture,Chair,Nilkamal,S069,5227,6090
P1855,Lens 690,Electronics,Camera,Samsung,S042,52350,74220
P1856,Gel Pen 535,Stationery,Writing,Parker,S059,52714,71560
P1857,Kids Jacket 388,Apparel,Kidswear,Puma,S048,41534,59630
P1858,Vacuum Cleaner 744,Home & Kitchen,Cleaning,Milton,S037,55461,69000
P1859,Detergent 425,Home & Kitchen,Cleaning,Philips,S035,25705,33310
P1860,Cricket Bat 357,Sports,Team Sports,Nike,S070,49305,67670
P1861,Yoga Mat 575,Sports,Fitness,Nivia,S052,43649,53380
P1862,Cap 781,Apparel,Accessories,Nike,S060,33773,44330
P1863,Box File 876,Stationery,Files,Reynolds,S058,10811,14570
P1864,Sneakers 666,Apparel,Footwear,Zara,S021,33478,48330
P1865,Ball Pen 695,Stationery,Writing,Parker,S092,54085,74280
P1866,Energy Drink 808,Groceries,Beverages,Tata,S057,59077,70030
P1867,Charger 342,Electronics,Mobile,Lenovo,S072,26911,34790
P1868,Marker 325,Stationery,Writing,Reynolds,S089,14911,19780
P1869,Belt 535,Electronics,Accessories,Lenovo,S093,44863,53570
P1870,Scissors 667,Stationery,Office Supplies,Reynolds,S067,4603,5890
P1871,Feature Phone 680,Electronics,Mobile,Samsung,S079,9108,11250
P1872,Three Seater Sofa 238,Furniture,Sofa,Godrej,S048,33738,40000
P1873,Cabinet 801,Home & Kitchen,Storage,Pigeon,S074,59412,77450
P1874,Action Set 427,Toys,Action Figures,Hasbro,S033,19760,23710
P1875,Cookies 888,Groceries,Snacks,Britannia,S072,26627,35340
P1876,Headphones 751,Electronics,Audio,HP,S009,19374,23270
P1877,Mattress 983,Furniture,Bed,Durian,S092,26458,36170
P1878,Jigsaw Puzzle 667,Toys,Puzzles,Lego,S025,474,570
P1879,Sunglasses 574,Sports,Accessories,Nike,S066,35703,50660
P1880,Sunglasses 268,Electronics,Accessories,Apple,S002,35794,41440
P1881,Energy Drink 458,Groceries,Beverages,Parle,S016,18968,24780
P1882,Women's Dress 871,Apparel,Womenswear,Adidas,S099,15878,19780
P1883,Bookshelf 443,Furniture,Storage,Ikea,S084,45708,55650
P1884,Pencil 147,Stationery,Writing,Classmate,S023,11312,14610
P1885,Mixer Grinder 320,Home & Kitchen,Appliances,Prestige,S014,2871,4030
P1886,Recliner 635,Furniture,Chair,Urban Ladder,S082,2473,3520
P1887,Belt 665,Sports,Accessories,Cosco,S100,52911,65660
P1888,Juice 984,Groceries,Beverages,Nestle,S017,21893,26190
P1889,Monitor 939,Electronics,Computer,Apple,S067,6154,8410
P1890,Cold Drink 577,Groceries,Beverages,Nestle,S029,52744,69860
P1891,Bar Stool 598,Furniture,Chair,Nilkamal,S075,8959,10840
P1892,Bookshelf 819,Furniture,Storage,Urban Ladder,S042,20233,27880
P1893,Action Set 143,Toys,Action Figures,Hasbro,S013,1290,1680
P1894,Sunglasses 635,Sports,Accessories,Nike,S033,40760,54860
P1895,Study Table 526,Furniture,Table,Nilkamal,S054,41973,52790
P1896,Crayons 803,Stationery,Art Supplies,Faber-Castell,S080,45404,58200
P1897,Detergent 819,Home & Kitchen,Cleaning,Pigeon,S003,15819,19050
P1898,Notebook 689,Stationery,Paper,Classmate,S096,19719,27150
P1899,Formal Shoes 690,Sports,Footwear,Nike,S065,56290,67380
P1900,Women's Top 721,Apparel,Womenswear,Levis,S088,49307,68220
P1901,Vase 621,Home & Kitchen,Decor,Milton,S094,2277,3160
P1902,Wardrobe 304,Home & Kitchen,Storage,Bajaj,S016,41528,57060
P1903,Watch 355,Sports,Accessories,Nivia,S010,48773,56370
P1904,Double Bed 766,Furniture,Bed,Durian,S078,33576,41360
P1905,Sandals 655,Apparel,Footwear,H&M,S019,38412,49570
P1906,Two Seater Sofa 313,Furniture,Sofa,Godrej,S015,109,140
P1907,Formal Shoes 889,Apparel,Footwear,Levis,S047,1851,2640
P1908,Sofa Cum Bed 981,Furniture,Sofa,Godrej,S092,2153,2720
P1909,Tablet 662,Electronics,Computer,Lenovo,S080,9580,13530
P1910,Robot Toy 304,Toys,Action Figures,Hot Wheels,S052,59452,71280
P1911,Keyboard 943,Electronics,Computer,Apple,S020,38079,48030
P1912,Building Blocks 312,Toys,Educational,Hot Wheels,S034,46947,54730
P1913,Earbuds 488,Electronics,Audio,Samsung,S069,17770,24390
P1914,Stapler 871,Stationery,Office Supplies,Reynolds,S016,56257,67240
P1915,Kids Jacket 568,Apparel,Kidswear,Puma,S053,11974,14690
P1916,Photo Frame 318,Home & Kitchen,Decor,Prestige,S002,54143,74860
P1917,Sandals 172,Apparel,Footwear,Adidas,S033,1896,2480
P1918,Frozen Nuggets 424,Groceries,Frozen,Amul,S025,1275,1470
P1919,Frozen Peas 704,Groceries,Frozen,Nestle,S069,4779,5500
P1920,Electric Kettle 742,Home & Kitchen,Appliances,Philips,S092,47521,61930
P1921,Chocolate 300,Groceries,Snacks,Nestle,S015,15486,19230
P1922,Vacuum Cleaner 242,Home & Kitchen,Cleaning,Prestige,S080,27096,32630
P1923,Marker 730,Stationery,Writing,Parker,S066,28305,37760
P1924,Paneer 243,Groceries,Dairy,Nestle,S097,47384,57740
P1925,Kids T-Shirt 157,Apparel,Kidswear,Zara,S092,20956,27820
P1926,Bar Stool 537,Furniture,Chair,Urban Ladder,S011,452,570
P1927,Sneakers 613,Apparel,Footwear,Nike,S075,23219,28000
P1928,Dining Table 319,Furniture,Table,Urban Ladder,S060,17327,20640
P1929,Bar Stool 289,Furniture,Chair,Urban Ladder,S012,43866,53560
P1930,Backpack 311,Toys,Outdoor,Lego,S026,45091,52260
P1931,Laptop 408,Electronics,Computer,LG,S093,5562,6910
P1932,Sugar 108,Groceries,Staples,Tata,S055,47591,67610
P1933,Marker 110,Stationery,Writing,Reynolds,S034,4275,5980
P1934,Ludo 433,Toys,Board Games,Hasbro,S033,37201,46930
P1935,Recliner Sofa 117,Furniture,Sofa,Urban Ladder,S084,23387,30940
P1936,Dining Table 386,Furniture,Table,Durian,S029,18110,23910
P1937,Sneakers 622,Apparel,Footwear,Levis,S016,29017,40580
P1938,Vacuum Cleaner 128,Home & Kitchen,Cleaning,Bajaj,S058,18656,22780
P1939,Rubik's Cube 655,Toys,Puzzles,Mattel,S100,47642,59020
P1940,Gaming Chair 658,Furniture,Chair,Urban Ladder,S019,58007,71960
P1941,Double Bed 615,Furniture,Bed,Durian,S026,48957,56900
P1942,Sunglasses 663,Apparel,Accessories,Nike,S047,26380,32830
P1943,A4 Sheets 827,Stationery,Paper,Camlin,S020,30221,42710
P1944,Mouse 163,Electronics,Computer,Sony,S066,26855,38230
P1945,Frozen Paratha 251,Groceries,Frozen,Britannia,S026,47622,56330
P1946,Printer 385,Electronics,Computer,Sony,S013,33162,42690
P1947,Wardrobe 718,Furniture,Storage,Ikea,S027,28114,35550
P1948,Ludo 884,Toys,Board Games,Mattel,S094,24599,31900
P1949,Microphone 925,Electronics,Audio,Sony,S094,22533,29660
P1950,Kids Jacket 623,Apparel,Kidswear,Levis,S051,33182,38360
P1951,Puzzle Set 468,Toys,Educational,Lego,S041,41355,58010
P1952,Vase 470,Home & Kitchen,Decor,Bajaj,S082,25968,37450
P1953,Belt 153,Electronics,Accessories,Apple,S020,48409,65160
P1954,Cheese 518,Groceries,Dairy,Tata,S066,49611,66880
P1955,Action Set 561,Toys,Action Figures,Lego,S069,25773,33720
P1956,Frozen Nuggets 287,Groceries,Frozen,Amul,S072,54547,68200
P1957,Frying Pan 790,Home & Kitchen,Cookware,Bajaj,S022,10423,12450
P1958,Curtains 829,Home & Kitchen,Decor,Prestige,S072,55930,74120
P1959,Football 371,Sports,Team Sports,Adidas,S062,17681,20570
P1960,Shoe Rack 921,Furniture,Storage,Nilkamal,S088,33879,47340
P1961,Clip Folder 196,Stationery,Files,Faber-Castell,S018,17050,21760
P1962,Monopoly 918,Toys,Board Games,Lego,S062,26556,33840
P1963,Three Seater Sofa 790,Furniture,Sofa,Ikea,S083,20436,25510
P1964,Gel Pen 301,Stationery,Writing,Reynolds,S028,42329,60990
P1965,A4 Sheets 684,Stationery,Paper,Camlin,S075,4917,5910
P1966,Football 379,Sports,Team Sports,Nivia,S010,50307,60140
P1967,Women's Kurti 818,Apparel,Womenswear,H&M,S072,54235,65060
P1968,Biscuits 244,Groceries,Snacks,Amul,S061,33800,45550
P1969,Sticky Pad 320,Stationery,Paper,Reynolds,S020,32859,47570
P1970,Double Bed 376,Furniture,Bed,Godrej,S007,42013,51280
P1971,Chart Paper 279,Stationery,Paper,Reynolds,S075,11984,17040
P1972,Building Blocks 399,Toys,Educational,Hot Wheels,S025,44996,55510
P1973,Football 641,Sports,Team Sports,Nivia,S050,13159,17690
P1974,Wallet 669,Apparel,Accessories,Levis,S007,40599,47180
P1975,Pressure Cooker 597,Home & Kitchen,Cookware,Pigeon,S097,18369,23860
P1976,Speaker 270,Electronics,Audio,Dell,S055,44780,60290
P1977,Carrom Board 281,Toys,Board Games,Funskool,S094,47473,62230
P1978,Wallet 926,Apparel,Accessories,Adidas,S017,12558,15340
P1979,Smartphone 325,Electronics,Mobile,Lenovo,S021,37065,51840
P1980,Drawing Book 192,Stationery,Art Supplies,Faber-Castell,S062,29927,43130
P1981,Sandals 508,Sports,Footwear,Yonex,S061,17677,22760
P1982,Non-Stick Pan 106,Home & Kitchen,Cookware,Pigeon,S080,35316,47350
P1983,Cap 408,Electronics,Accessories,Dell,S093,59560,82620
P1984,Ring Binder 868,Stationery,Files,Camlin,S083,198,240
P1985,Sneakers 340,Sports,Footwear,Nivia,S015,57414,80920
P1986,Sticky Pad 732,Stationery,Paper,Camlin,S031,51364,63390
P1987,Sticky Pad 540,Stationery,Paper,Parker,S092,31785,43950
P1988,Mattress 419,Furniture,Bed,Durian,S055,36620,43340
P1989,Sofa Cum Bed 694,Furniture,Sofa,Ikea,S087,22183,27430
P1990,Carrom Board 635,Toys,Board Games,Lego,S057,7791,10210
P1991,Curtains 386,Home & Kitchen,Decor,Philips,S005,34309,44860
P1992,Rice 300,Groceries,Staples,Britannia,S048,48990,68840
P1993,Men's Shirt 924,Apparel,Menswear,Nike,S083,13904,20140
P1994,Cap 251,Sports,Accessories,Cosco,S066,43037,50880
P1995,Sticky Pad 962,Stationery,Paper,Faber-Castell,S014,44895,55280
P1996,Lens 523,Electronics,Camera,Sony,S022,45510,57220
P1997,Electric Kettle 996,Home & Kitchen,Appliances,Milton,S086,20433,26430
P1998,Robot Toy 417,Toys,Action Figures,Hasbro,S098,23552,30570
P1999,Kids Frock 608,Apparel,Kidswear,H&M,S076,25001,35170
P2000,Formal Shoes 653,Apparel,Footwear,Puma,S010,51259,70800
