Return_ID,Order_ID,Product_ID,Return_Date,Return_Quantity,Return_Reason,Refund_Amount
R15186,SO36282,P1256,07-May-2025,2,Late Delivery,19480
R15187,SO19288,P1167,07-Oct-2025,7,Size Issue,154490
R15188,SO31895,P1821,12-Mar-2025,3,Not Required,198480
R15189,SO35602,P1945,09-Jun-2025,7,Damaged,394310
R15190,SO17772,P1811,19-Sep-2025,1,Damaged,63990
R15191,SO13988,P1905,03-Jun-2025,8,Late Delivery,396560
R15192,SO61624,P1367,25-Nov-2025,5,Not Required,326950
R15193,SO56796,P1461,01-Jul-2025,2,Late Delivery,25200
R15194,SO28243,P1672,13-Jul-2025,1,Damaged,28760
R15195,SO23703,P1692,14-May-2025,5,Wrong Item,275650
R15196,SO34870,P1957,05-Aug-2025,6,Quality Issue,74700
R15197,SO16730,P1882,03-Feb-2025,11,Size Issue,217580
R15198,SO46433,P1618,13-Jul-2025,7,Size Issue,355180
R15199,SO51806,P1654,14-Apr-2025,5,Wrong Item,157750
R15200,SO52293,P1590,21-Feb-2025,10,Wrong Item,351900
R15201,SO52037,P1473,08-Mar-2025,5,Not Required,176000
R15202,SO47625,P1892,24-May-2025,2,Quality Issue,55760
R15203,SO44299,P1488,25-Dec-2025,1,Late Delivery,23260
R15204,SO40367,P1332,18-Dec-2025,1,Not Required,55390
R15205,SO28619,P1018,20-Apr-2025,1,Late Delivery,5790
R15206,SO11685,P1218,19-Oct-2025,4,Not Required,62520
R15207,SO24443,P1800,11-Mar-2025,2,Size Issue,105520
R15208,SO62695,P1132,20-Nov-2025,1,Late Delivery,38560
R15209,SO35335,P1330,19-Feb-2025,6,Not Required,289380
R15210,SO50055,P1141,23-Oct-2025,5,Damaged,117350
R15211,SO18811,P1681,13-Nov-2025,7,Defective,108220
R15212,SO37041,P1997,08-Feb-2025,7,Damaged,185010
R15213,SO16659,P1277,29-Nov-2025,1,Not Required,5880
R15214,SO61457,P1739,18-Aug-2025,2,Late Delivery,58640
R15215,SO22455,P1800,22-Jun-2025,9,Wrong Item,474840
R15216,SO59044,P1065,09-Mar-2025,1,Quality Issue,32270
R15217,SO32894,P1454,11-Feb-2025,4,Late Delivery,221840
R15218,SO10623,P1532,05-Sep-2025,1,Wrong Item,17240
R15219,SO31755,P1862,02-Jan-2026,9,Defective,398970
R15220,SO49271,P1043,06-Jan-2025,11,Not Required,328020
R15221,SO40778,P1109,12-Nov-2025,8,Wrong Item,352880
R15222,SO25590,P1483,04-Nov-2025,4,Wrong Item,300760
R15223,SO36059,P1190,29-Mar-2025,1,Size Issue,35350
R15224,SO25744,P1774,07-Mar-2025,11,Damaged,510730
R15225,SO54804,P1438,11-Nov-2025,1,Late Delivery,22690
R15226,SO23858,P1793,29-Jan-2025,1,Not Required,59890
R15227,SO28858,P1285,11-Apr-2025,12,Late Delivery,439200
R15228,SO28315,P1252,11-Apr-2025,7,Damaged,106050
R15229,SO62504,P1726,23-Apr-2025,1,Defective,49600
R15230,SO58284,P1555,13-Mar-2025,2,Damaged,69960
R15231,SO59147,P1386,17-Oct-2025,15,Late Delivery,579000
R15232,SO61242,P1619,28-Jul-2025,11,Defective,264000
R15233,SO65270,P1538,30-Dec-2025,1,Defective,80160
R15234,SO18484,P1293,17-Apr-2025,3,Damaged,7230
R15235,SO34843,P1842,18-Jul-2025,4,Size Issue,245320
R15236,SO64981,P1831,21-Sep-2025,9,Late Delivery,393750
R15237,SO65496,P1799,20-Feb-2025,7,Wrong Item,263340
R15238,SO66272,P1372,13-Mar-2025,16,Damaged,94560
R15239,SO52990,P1953,01-Nov-2025,12,Damaged,781920
R15240,SO52310,P1598,02-Sep-2025,5,Wrong Item,192300
R15241,SO33493,P1638,21-Mar-2025,2,Damaged,14580
R15242,SO13634,P1444,31-Jan-2025,10,Quality Issue,649200
R15243,SO64489,P1721,17-Oct-2025,9,Defective,560700
R15244,SO16279,P1110,04-Oct-2025,1,Damaged,44930
R15245,SO49768,P1080,04-May-2025,1,Wrong Item,44720
R15246,SO57180,P1883,13-May-2025,9,Defective,500850
R15247,SO45262,P1176,25-Nov-2025,18,Wrong Item,693180
R15248,SO22572,P1857,26-Dec-2025,11,Quality Issue,655930
R15249,SO64610,P1229,21-Jan-2025,13,Not Required,5850
R15250,SO24213,P1927,14-Feb-2025,11,Late Delivery,308000
R15251,SO52558,P1523,14-Oct-2025,2,Wrong Item,23780
R15252,SO63148,P1784,15-Nov-2025,9,Size Issue,448740
R15253,SO61983,P1525,14-Oct-2025,4,Quality Issue,99520
R15254,SO28515,P1357,28-Jun-2025,12,Late Delivery,699240
R15255,SO20469,P1586,16-Jul-2025,4,Size Issue,198400
R15256,SO33031,P1885,08-Dec-2025,2,Damaged,8060
R15257,SO27708,P1847,28-Jul-2025,11,Defective,100650
R15258,SO49937,P1188,12-Mar-2025,2,Quality Issue,166180
R15259,SO37167,P1303,06-Sep-2025,6,Wrong Item,74220
R15260,SO36006,P1059,18-Jun-2025,4,Defective,205600
R15261,SO42983,P1983,11-Dec-2025,6,Size Issue,495720
R15262,SO63678,P1812,09-Aug-2025,4,Not Required,271000
R15263,SO48363,P1301,22-Dec-2025,1,Size Issue,23360
R15264,SO55854,P1108,12-Feb-2025,5,Defective,287500
R15265,SO45297,P1147,23-Sep-2025,1,Wrong Item,40630
R15266,SO48705,P1806,26-Jul-2025,18,Wrong Item,671940
R15267,SO68654,P1635,17-Sep-2025,2,Quality Issue,135720
R15268,SO53530,P1271,10-Jan-2025,1,Wrong Item,43510
R15269,SO59756,P1937,31-May-2025,8,Defective,324640
R15270,SO60256,P1219,06-Sep-2025,8,Damaged,16720
R15271,SO26711,P1762,27-Mar-2025,5,Defective,122100
R15272,SO69049,P1381,02-Dec-2025,2,Damaged,47740
R15273,SO40229,P1927,01-Nov-2025,5,Damaged,140000
R15274,SO20230,P1894,09-Sep-2025,5,Size Issue,274300
R15275,SO51735,P1696,23-Mar-2025,8,Size Issue,369760
R15276,SO42930,P1900,06-Apr-2025,4,Late Delivery,272880
R15277,SO53998,P1507,27-Jan-2025,9,Defective,665100
R15278,SO60413,P1856,12-Aug-2025,4,Quality Issue,286240
R15279,SO34359,P1662,12-Mar-2025,3,Quality Issue,209730
R15280,SO17652,P1619,11-Mar-2025,6,Size Issue,144000
R15281,SO61815,P1026,01-Oct-2025,3,Not Required,175590
R15282,SO62566,P1839,04-Oct-2025,1,Defective,5120
R15283,SO19332,P1695,02-May-2025,5,Not Required,51050
R15284,SO37870,P1357,13-Aug-2025,11,Not Required,640970
R15285,SO50839,P1032,03-Aug-2025,7,Defective,343980
R15286,SO29400,P1194,14-Jun-2025,2,Size Issue,13280
R15287,SO52082,P1896,11-Jun-2025,2,Not Required,116400
R15288,SO32554,P1602,21-Jun-2025,2,Quality Issue,152420
R15289,SO23774,P1510,07-Jul-2025,7,Damaged,21350
R15290,SO11485,P1536,05-Nov-2025,14,Size Issue,813260
R15291,SO49329,P1699,13-Jan-2026,3,Damaged,71430
R15292,SO43664,P1484,09-Nov-2025,13,Size Issue,536120
R15293,SO61424,P1589,25-Jun-2025,10,Defective,167800
R15294,SO62087,P1012,17-Jun-2025,10,Wrong Item,633100
R15295,SO19618,P1363,24-Aug-2025,1,Damaged,61670
R15296,SO56187,P1814,29-Aug-2025,5,Not Required,216200
R15297,SO54583,P1455,09-Apr-2025,15,Damaged,491250
R15298,SO35409,P1711,26-Jul-2025,6,Defective,146940
R15299,SO46221,P1200,21-Aug-2025,5,Defective,65450
R15300,SO60873,P1976,07-Dec-2025,3,Defective,180870
R15301,SO26948,P1533,27-Jun-2025,6,Damaged,241500
R15302,SO65019,P1754,18-Sep-2025,2,Damaged,1720
R15303,SO64665,P1239,14-Aug-2025,5,Not Required,415600
R15304,SO15650,P1916,19-Feb-2025,8,Defective,598880
R15305,SO64952,P1804,22-Oct-2025,7,Defective,439950
R15306,SO59788,P1106,08-Dec-2025,3,Quality Issue,134430
R15307,SO19884,P1872,05-Jun-2025,6,Size Issue,240000
R15308,SO61018,P1227,09-May-2025,3,Late Delivery,154260
R15309,SO27063,P1271,16-Feb-2025,1,Not Required,43510
R15310,SO28823,P1523,08-May-2025,1,Size Issue,11890
R15311,SO39592,P1664,22-Sep-2025,14,Wrong Item,293720
R15312,SO14890,P1856,23-Sep-2025,4,Quality Issue,286240
R15313,SO30504,P1582,05-Feb-2025,4,Late Delivery,104480
R15314,SO53007,P1092,10-Jan-2026,14,Wrong Item,1022840
R15315,SO64969,P1845,25-Feb-2025,4,Defective,90080
R15316,SO45051,P1082,04-Mar-2025,7,Size Issue,221620
R15317,SO12837,P1203,23-Jan-2025,1,Damaged,17620
R15318,SO32516,P1423,09-May-2025,5,Size Issue,65800
R15319,SO41342,P1774,02-Jul-2025,1,Late Delivery,46430
R15320,SO27048,P1008,19-Oct-2025,14,Quality Issue,872760
R15321,SO64447,P1743,25-Jul-2025,9,Defective,368820
R15322,SO40824,P1984,22-Nov-2025,8,Defective,1920
R15323,SO60367,P1527,24-Nov-2025,2,Size Issue,2460
R15324,SO38925,P1195,25-Aug-2025,2,Quality Issue,53120
R15325,SO69754,P1705,10-Oct-2025,3,Defective,221250
R15326,SO20936,P1428,02-Mar-2025,2,Damaged,99120
R15327,SO68193,P1373,23-Feb-2025,3,Late Delivery,200100
R15328,SO39661,P1898,02-Aug-2025,1,Size Issue,27150
R15329,SO38254,P1961,06-Mar-2025,3,Late Delivery,65280
R15330,SO17233,P1444,16-Sep-2025,5,Defective,324600
R15331,SO32671,P1870,25-Apr-2025,5,Defective,29450
R15332,SO53264,P1018,27-Nov-2025,11,Not Required,63690
R15333,SO13713,P1013,20-Jan-2025,10,Damaged,570400
R15334,SO49448,P1650,29-Apr-2025,14,Late Delivery,647360
R15335,SO27208,P1062,28-May-2025,7,Defective,431760
R15336,SO49374,P1106,02-Feb-2025,6,Quality Issue,268860
R15337,SO11084,P1794,01-Mar-2025,2,Quality Issue,12040
R15338,SO23860,P1157,31-Jan-2025,10,Defective,63400
R15339,SO62364,P1873,28-Apr-2025,16,Defective,1239200
R15340,SO52000,P1123,30-Oct-2025,3,Late Delivery,185670
R15341,SO61118,P1736,04-Jan-2026,7,Not Required,326900
R15342,SO67532,P1147,15-Aug-2025,4,Quality Issue,162520
R15343,SO56258,P1525,01-Aug-2025,10,Late Delivery,248800
R15344,SO63649,P1461,10-Jun-2025,16,Late Delivery,201600
R15345,SO48348,P1525,13-Apr-2025,7,Damaged,174160
R15346,SO10952,P1417,21-Feb-2025,10,Quality Issue,166200
R15347,SO28496,P1480,07-Apr-2025,3,Wrong Item,78150
R15348,SO21245,P1748,01-Jan-2026,14,Size Issue,159180
R15349,SO34852,P1169,29-Dec-2025,1,Defective,62150
R15350,SO36563,P1100,17-Jul-2025,7,Wrong Item,134190
R15351,SO21913,P1203,18-Mar-2025,4,Defective,70480
R15352,SO17998,P1040,27-Sep-2025,5,Late Delivery,87600
R15353,SO32156,P1671,30-Sep-2025,11,Defective,178530
R15354,SO39106,P1943,05-Jun-2025,12,Not Required,512520
R15355,SO63697,P1655,25-Apr-2025,10,Quality Issue,74100
R15356,SO24703,P1783,26-Sep-2025,17,Quality Issue,541280
R15357,SO26506,P1487,31-Jan-2025,10,Not Required,574100
R15358,SO56908,P1993,28-May-2025,2,Damaged,40280
R15359,SO41616,P1037,13-Oct-2025,1,Late Delivery,42590
R15360,SO36706,P1952,24-May-2025,14,Size Issue,524300
R15361,SO54702,P1226,03-Feb-2025,2,Not Required,118640
R15362,SO23105,P1225,17-Mar-2025,12,Quality Issue,378120
R15363,SO35713,P1437,02-Dec-2025,12,Defective,737880
R15364,SO46345,P1187,15-Sep-2025,4,Damaged,117640
R15365,SO34992,P1115,25-Jun-2025,9,Late Delivery,142650
R15366,SO67699,P1758,09-Jan-2026,4,Not Required,140920
R15367,SO13514,P1864,16-Jun-2025,11,Quality Issue,531630
R15368,SO36627,P1977,16-Feb-2025,7,Not Required,435610
R15369,SO20205,P1514,08-Nov-2025,15,Not Required,106950
R15370,SO66314,P1107,12-Dec-2025,4,Late Delivery,7560
R15371,SO61564,P1478,29-Jun-2025,3,Quality Issue,76320
R15372,SO23732,P1283,19-Jan-2025,3,Defective,153270
R15373,SO39956,P1430,11-Jul-2025,2,Late Delivery,25120
R15374,SO43759,P1188,05-Jul-2025,3,Not Required,249270
R15375,SO24053,P1686,05-Oct-2025,8,Not Required,105760
R15376,SO35600,P1990,15-Sep-2025,4,Defective,40840
R15377,SO19233,P1427,18-Oct-2025,2,Quality Issue,153420
R15378,SO28846,P1026,17-Jul-2025,3,Quality Issue,175590
R15379,SO48865,P1422,24-Dec-2025,1,Defective,29800
R15380,SO40583,P1036,04-Jul-2025,4,Damaged,30760
R15381,SO50794,P1408,12-Nov-2025,4,Defective,220520
R15382,SO65616,P1439,13-Dec-2025,4,Size Issue,23600
R15383,SO15012,P1998,20-Apr-2025,14,Late Delivery,427980
R15384,SO13034,P1135,20-Aug-2025,18,Damaged,933480
R15385,SO51930,P1316,07-Oct-2025,4,Damaged,17560
R15386,SO30417,P1250,23-Jul-2025,3,Late Delivery,41610
R15387,SO42411,P1524,17-May-2025,1,Quality Issue,59360
R15388,SO36228,P1350,19-May-2025,2,Size Issue,100520
R15389,SO16698,P1158,07-Feb-2025,9,Not Required,419400
R15390,SO13511,P1857,19-Jan-2025,3,Late Delivery,178890
R15391,SO11198,P1352,04-Dec-2025,3,Late Delivery,9090
R15392,SO21290,P1260,17-May-2025,13,Quality Issue,883220
R15393,SO62084,P1428,05-Oct-2025,1,Not Required,49560
R15394,SO25206,P1851,04-Jan-2026,1,Defective,25540
R15395,SO13593,P1306,27-May-2025,11,Quality Issue,280060
R15396,SO40759,P1841,25-Oct-2025,5,Late Delivery,101200
R15397,SO32615,P1865,04-Apr-2025,2,Not Required,148560
R15398,SO60151,P1679,23-Feb-2025,6,Quality Issue,437520
R15399,SO53640,P1060,19-Jun-2025,7,Size Issue,207340
R15400,SO56140,P1761,23-Nov-2025,7,Late Delivery,20510
R15401,SO12354,P1264,05-Mar-2025,13,Late Delivery,860860
R15402,SO37884,P1336,27-Dec-2025,1,Late Delivery,14560
R15403,SO24531,P1796,24-May-2025,2,Not Required,16920
R15404,SO49672,P1068,25-Sep-2025,1,Not Required,17930
R15405,SO31456,P1991,21-Nov-2025,10,Damaged,448600
R15406,SO55060,P1992,17-Mar-2025,11,Late Delivery,757240
R15407,SO46600,P1730,17-Feb-2025,12,Damaged,278400
R15408,SO57600,P1614,23-Apr-2025,1,Size Issue,4890
R15409,SO10847,P1564,27-Nov-2025,1,Size Issue,2740
R15410,SO53757,P1262,28-Feb-2025,11,Quality Issue,352000
R15411,SO50119,P1747,07-Jan-2026,11,Late Delivery,11990
R15412,SO23243,P1174,15-May-2025,5,Not Required,77450
R15413,SO10833,P1995,27-Jun-2025,2,Not Required,110560
R15414,SO22613,P1064,29-May-2025,9,Size Issue,42480
R15415,SO35597,P1746,20-May-2025,10,Damaged,630700
R15416,SO34431,P1504,11-Feb-2025,2,Late Delivery,81160
R15417,SO44120,P1878,13-Sep-2025,10,Damaged,5700
R15418,SO20843,P1742,23-Jan-2025,3,Late Delivery,224730
R15419,SO42977,P1495,14-Jan-2026,2,Late Delivery,41360
R15420,SO59478,P1325,17-May-2025,4,Late Delivery,309600
R15421,SO37045,P1727,10-May-2025,4,Quality Issue,275920
R15422,SO37863,P1006,17-Nov-2025,7,Late Delivery,136080
R15423,SO67104,P1640,17-Oct-2025,3,Damaged,77940
R15424,SO43663,P1138,19-Aug-2025,2,Not Required,106700
R15425,SO62314,P1545,19-Feb-2025,1,Wrong Item,13510
R15426,SO55022,P1765,20-Mar-2025,4,Late Delivery,157160
R15427,SO18548,P1093,16-Feb-2025,3,Defective,44250
R15428,SO37662,P1347,25-Jun-2025,2,Not Required,91960
R15429,SO40934,P1927,02-Dec-2025,8,Wrong Item,224000
R15430,SO36001,P1809,06-May-2025,1,Quality Issue,4350
R15431,SO13467,P1037,01-Nov-2025,7,Not Required,298130
R15432,SO66826,P1337,19-May-2025,6,Late Delivery,264120
R15433,SO56207,P1526,10-Dec-2025,1,Quality Issue,6240
R15434,SO67195,P1030,11-Jul-2025,8,Quality Issue,173600
R15435,SO47222,P1023,03-Feb-2025,9,Defective,203130
R15436,SO35416,P1692,21-Dec-2025,8,Not Required,441040
R15437,SO30649,P1843,29-Aug-2025,13,Size Issue,514670
R15438,SO25274,P1202,30-Apr-2025,6,Damaged,419760
R15439,SO54282,P1580,07-Mar-2025,1,Wrong Item,33450
R15440,SO29824,P1935,12-Apr-2025,1,Defective,30940
R15441,SO41707,P1690,13-Mar-2025,17,Damaged,666400
R15442,SO36310,P1213,07-Mar-2025,1,Quality Issue,50380
R15443,SO44864,P1910,04-Nov-2025,6,Quality Issue,427680
R15444,SO69010,P1540,25-Apr-2025,1,Not Required,11800
R15445,SO56724,P1006,21-Mar-2025,19,Not Required,369360
R15446,SO50282,P1670,25-May-2025,18,Wrong Item,510660
R15447,SO36779,P1132,31-Jul-2025,6,Late Delivery,231360
R15448,SO40079,P1350,01-Sep-2025,8,Damaged,402080
R15449,SO40804,P1942,26-Nov-2025,6,Not Required,196980
R15450,SO61097,P1847,07-Nov-2025,1,Wrong Item,9150
R15451,SO12803,P1248,04-Aug-2025,2,Size Issue,77080
R15452,SO38071,P1094,04-Oct-2025,15,Damaged,488400
R15453,SO22716,P1952,23-Sep-2025,3,Quality Issue,112350
R15454,SO53655,P1140,07-Feb-2025,11,Size Issue,388190
R15455,SO69748,P1808,07-Dec-2025,1,Not Required,68220
R15456,SO22926,P1338,22-Sep-2025,14,Late Delivery,75600
R15457,SO34827,P1838,20-Mar-2025,3,Not Required,12090
R15458,SO16570,P1877,21-Mar-2025,3,Quality Issue,108510
R15459,SO43427,P1048,27-Mar-2025,1,Size Issue,49660
R15460,SO66334,P1192,08-Sep-2025,3,Late Delivery,11550
R15461,SO35255,P1682,29-Oct-2025,9,Damaged,218610
R15462,SO21926,P1692,06-Sep-2025,1,Size Issue,55130
R15463,SO34918,P1002,11-Sep-2025,7,Defective,460180
R15464,SO63453,P1937,14-Nov-2025,9,Quality Issue,365220
R15465,SO69185,P1151,24-Jan-2025,1,Damaged,910
R15466,SO13716,P1235,27-Jun-2025,3,Not Required,164760
R15467,SO34650,P1999,11-Oct-2025,5,Not Required,175850
R15468,SO60302,P1675,07-Mar-2025,7,Wrong Item,327950
R15469,SO33724,P1250,19-May-2025,11,Late Delivery,152570
R15470,SO49728,P1235,01-Mar-2025,2,Not Required,109840
R15471,SO53305,P1560,25-Apr-2025,6,Late Delivery,53040
R15472,SO54954,P1345,15-Apr-2025,2,Defective,30120
R15473,SO43771,P1269,25-Mar-2025,1,Size Issue,22230
R15474,SO37303,P1002,13-Jan-2025,4,Late Delivery,262960
R15475,SO46680,P1305,06-Jun-2025,2,Wrong Item,41800
R15476,SO59375,P1856,16-Sep-2025,9,Quality Issue,644040
R15477,SO18847,P1368,28-May-2025,9,Wrong Item,115650
R15478,SO63897,P1182,24-Dec-2025,2,Size Issue,126120
R15479,SO66103,P1997,22-Mar-2025,4,Late Delivery,105720
R15480,SO27199,P1773,09-Jun-2025,2,Defective,161260
R15481,SO61462,P1554,19-Feb-2025,4,Damaged,149200
R15482,SO60291,P1585,05-Oct-2025,11,Quality Issue,631180
R15483,SO65170,P1101,02-Sep-2025,7,Quality Issue,107660
R15484,SO69276,P1340,31-Jan-2025,1,Late Delivery,44790
R15485,SO55804,P1335,21-Jan-2025,2,Wrong Item,10000
R15486,SO66694,P1560,21-Nov-2025,6,Damaged,53040
R15487,SO65418,P1624,12-Jan-2026,1,Not Required,71150
R15488,SO49188,P1956,13-Aug-2025,5,Wrong Item,341000
R15489,SO14325,P1188,06-May-2025,10,Damaged,830900
R15490,SO27849,P1142,27-Nov-2025,2,Quality Issue,2380
R15491,SO26573,P1506,14-May-2025,15,Late Delivery,294450
R15492,SO26354,P1203,22-Oct-2025,2,Defective,35240
R15493,SO36727,P1705,23-Jan-2025,10,Defective,737500
R15494,SO23972,P1412,22-May-2025,6,Damaged,194100
R15495,SO60842,P1818,28-Aug-2025,2,Late Delivery,84240
R15496,SO27467,P1074,09-Nov-2025,1,Quality Issue,47610
R15497,SO49894,P1351,23-Sep-2025,10,Damaged,261800
R15498,SO30400,P1076,30-Jan-2025,4,Defective,1760
R15499,SO26772,P1434,22-Jun-2025,7,Quality Issue,173250
R15500,SO29876,P1155,17-Mar-2025,3,Not Required,1770
R15501,SO61984,P1781,07-Oct-2025,6,Damaged,364680
R15502,SO19669,P1137,12-Mar-2025,12,Size Issue,144480
R15503,SO32134,P1618,04-Jul-2025,11,Size Issue,558140
R15504,SO35088,P1672,21-Feb-2025,3,Wrong Item,86280
R15505,SO16159,P1132,20-Dec-2025,9,Wrong Item,347040
R15506,SO26816,P1679,01-May-2025,1,Size Issue,72920
R15507,SO52339,P1824,04-Jun-2025,15,Not Required,141600
R15508,SO53918,P1131,12-Aug-2025,1,Wrong Item,5090
R15509,SO42345,P1574,11-Mar-2025,2,Damaged,90720
R15510,SO65874,P1809,03-Jan-2026,6,Size Issue,26100
R15511,SO14404,P1362,23-Jun-2025,8,Size Issue,521040
R15512,SO41164,P1389,22-Feb-2025,4,Size Issue,74360
R15513,SO50624,P1065,26-Nov-2025,1,Damaged,32270
R15514,SO49942,P1731,14-Jan-2025,3,Not Required,179100
R15515,SO45432,P1708,05-Aug-2025,1,Defective,23100
R15516,SO47631,P1861,18-Aug-2025,10,Defective,533800
R15517,SO25084,P1444,14-Jan-2025,3,Quality Issue,194760
R15518,SO50582,P1868,18-Jul-2025,4,Quality Issue,79120
R15519,SO58079,P1853,20-Sep-2025,14,Defective,766780
R15520,SO25842,P1783,01-Jun-2025,1,Quality Issue,31840
R15521,SO10513,P1793,07-Sep-2025,7,Late Delivery,419230
R15522,SO46549,P1782,04-Oct-2025,10,Not Required,104800
R15523,SO26647,P1113,17-Apr-2025,7,Damaged,258790
R15524,SO40721,P1470,09-Nov-2025,2,Late Delivery,23620
R15525,SO37051,P1934,13-Feb-2025,2,Wrong Item,93860
R15526,SO52862,P1074,13-Jan-2025,4,Not Required,190440
R15527,SO54658,P1134,16-Dec-2025,8,Late Delivery,250960
R15528,SO39357,P1177,24-Feb-2025,3,Wrong Item,167340
R15529,SO52427,P1332,03-Apr-2025,2,Size Issue,110780
R15530,SO60693,P1577,21-Mar-2025,4,Size Issue,12520
R15531,SO47108,P1662,27-Mar-2025,7,Size Issue,489370
R15532,SO43657,P1686,30-Jan-2025,1,Quality Issue,13220
R15533,SO60335,P1090,07-Feb-2025,2,Defective,111360
R15534,SO20621,P1931,02-Oct-2025,3,Not Required,20730
R15535,SO39471,P1980,12-Feb-2025,6,Not Required,258780
R15536,SO43915,P1573,12-Oct-2025,1,Wrong Item,2390
R15537,SO33290,P1795,15-Feb-2025,2,Damaged,122000
R15538,SO44174,P1249,19-Sep-2025,1,Quality Issue,4720
R15539,SO24770,P1949,04-Apr-2025,10,Damaged,296600
R15540,SO31026,P1054,12-Oct-2025,3,Size Issue,62880
R15541,SO11649,P1885,30-Oct-2025,1,Defective,4030
R15542,SO40265,P1719,02-Mar-2025,8,Quality Issue,121120
R15543,SO25330,P1652,17-Mar-2025,1,Not Required,66640
R15544,SO37781,P1670,20-Apr-2025,3,Quality Issue,85110
R15545,SO55421,P1574,11-Jul-2025,6,Defective,272160
R15546,SO69155,P1914,25-Apr-2025,3,Wrong Item,201720
R15547,SO24316,P1853,31-Jul-2025,3,Quality Issue,164310
R15548,SO63370,P1628,17-Feb-2025,6,Size Issue,287340
R15549,SO46631,P1298,15-Jan-2025,5,Damaged,356350
R15550,SO54559,P1809,17-Nov-2025,8,Defective,34800
R15551,SO60663,P1974,22-Jan-2025,4,Quality Issue,188720
R15552,SO18026,P1334,21-Mar-2025,2,Quality Issue,15020
R15553,SO15578,P1387,01-May-2025,9,Late Delivery,380250
R15554,SO21681,P1015,27-Jun-2025,6,Defective,274320
R15555,SO40445,P1219,03-Mar-2025,2,Not Required,4180
R15556,SO32902,P1094,25-Nov-2025,2,Damaged,65120
R15557,SO22557,P1172,01-Jul-2025,16,Not Required,405600
R15558,SO21554,P1464,08-Oct-2025,5,Size Issue,41700
R15559,SO19372,P1248,14-Sep-2025,9,Wrong Item,346860
R15560,SO36072,P1187,06-Jan-2026,7,Quality Issue,205870
R15561,SO18461,P1678,25-Oct-2025,1,Quality Issue,25410
R15562,SO41953,P1220,30-Jan-2025,5,Damaged,363650
R15563,SO56777,P1171,02-Aug-2025,8,Not Required,326000
R15564,SO67304,P1321,26-May-2025,5,Size Issue,321600
R15565,SO39682,P1299,21-Feb-2025,5,Quality Issue,113450
R15566,SO13571,P1075,03-Sep-2025,1,Size Issue,68180
R15567,SO10678,P1795,28-Oct-2025,5,Wrong Item,305000
R15568,SO44223,P1483,26-Oct-2025,12,Defective,902280
R15569,SO36958,P1381,05-Jan-2026,11,Defective,262570
R15570,SO30349,P1926,06-Apr-2025,7,Not Required,3990
R15571,SO12316,P1716,04-Dec-2025,3,Quality Issue,104400
R15572,SO50849,P1001,01-Jul-2025,16,Defective,757760
R15573,SO44964,P1828,08-Feb-2025,2,Quality Issue,9080
R15574,SO35310,P1770,15-Apr-2025,8,Quality Issue,134400
R15575,SO11293,P1649,18-Mar-2025,7,Size Issue,296170
R15576,SO54391,P1987,30-Aug-2025,5,Defective,219750
R15577,SO40029,P1022,29-Jan-2025,15,Quality Issue,372600
R15578,SO38271,P1720,31-Dec-2025,16,Damaged,868160
R15579,SO17191,P1440,13-Nov-2025,2,Late Delivery,46800
R15580,SO38032,P1651,22-Feb-2025,12,Not Required,177240
R15581,SO32032,P1174,22-May-2025,14,Wrong Item,216860
R15582,SO44967,P1349,16-Jul-2025,11,Wrong Item,385550
R15583,SO24004,P1521,07-Oct-2025,3,Not Required,1140
R15584,SO28261,P1145,16-Nov-2025,1,Not Required,4890
R15585,SO51112,P1429,24-Dec-2025,10,Damaged,481800
R15586,SO46100,P1049,22-Aug-2025,1,Not Required,12490
R15587,SO18515,P1465,28-Aug-2025,13,Defective,129740
R15588,SO46814,P1463,14-Nov-2025,10,Damaged,194500
R15589,SO47214,P1399,15-Jan-2025,8,Late Delivery,325120
R15590,SO25777,P1760,12-Dec-2025,14,Size Issue,988960
R15591,SO31831,P1643,26-May-2025,17,Quality Issue,1150900
R15592,SO66063,P1999,26-Jun-2025,9,Damaged,316530
R15593,SO28921,P1687,22-Dec-2025,3,Wrong Item,40950
R15594,SO37729,P1256,25-Jul-2025,1,Wrong Item,9740
R15595,SO68517,P1756,22-Apr-2025,2,Size Issue,128660
R15596,SO13434,P1631,10-Aug-2025,8,Quality Issue,319360
R15597,SO56732,P1767,28-Mar-2025,8,Wrong Item,407840
R15598,SO15594,P1902,11-May-2025,3,Not Required,171180
R15599,SO18684,P1484,03-Jun-2025,3,Wrong Item,123720
R15600,SO59868,P1135,27-Feb-2025,18,Defective,933480
R15601,SO21210,P1067,30-Apr-2025,1,Size Issue,32380
R15602,SO39959,P1258,16-Dec-2025,2,Quality Issue,102000
R15603,SO62249,P1148,25-Dec-2025,9,Wrong Item,495090
R15604,SO68892,P1525,17-Aug-2025,3,Quality Issue,74640
R15605,SO61278,P1464,21-Dec-2025,7,Size Issue,58380
R15606,SO60146,P1811,29-Mar-2025,1,Wrong Item,63990
R15607,SO40724,P1557,03-Sep-2025,8,Size Issue,84880
R15608,SO32266,P1368,07-Dec-2025,3,Late Delivery,38550
R15609,SO44499,P1619,03-Oct-2025,6,Wrong Item,144000
R15610,SO50100,P1969,25-Feb-2025,1,Quality Issue,47570
R15611,SO21720,P1473,21-Jul-2025,1,Wrong Item,35200
R15612,SO51251,P1665,24-Apr-2025,6,Not Required,334920
